Longitud	Latitud	Info_Lugar
54.6922382	23.1454396	أبو قْرَيْن, منطقة الظفرة, Abu Dabi, Emiratos Árabes Unidos
36.1870518	44.0377048	Coordenadas en el mar u océano
38.5117861	31.5655489	محافظة طريف, Provincia de la Frontera del Norte, Arabia Saudita
36.72794355	10.466227011339008	West Gojjam, Amhara, Etiopía
28.2147748	83.977905	Coordenadas en el mar u océano
35.5844142	45.4194577	República Autónoma de Crimea, Ucrania
35.58715	45.4106417	República Autónoma de Crimea, Ucrania
59.3082198	18.1188888	Coordenadas en el mar u océano
26.2653168	50.6179287	Грабник, вулиця Івана Франка, Rivne, Рівненська міська громада, Рівненський район, Óblast de Rivne, 33023, Ucrania
-18.0474511	-70.2518233	Coordenadas en el mar u océano
59.2805917	18.0371591	Coordenadas en el mar u océano
26.1910195	50.5478676	Ільпінь, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
32.5599227	35.3539444	Chipre del Norte, Chipre
32.6877733	129.8271648	
35.5699687	45.4519125	República Autónoma de Crimea, Ucrania
44.6974402	-0.1519553	Coordenadas en el mar u océano
36.1910589	44.0026668	Coordenadas en el mar u océano
30.2645935	-84.2757774	Coordenadas en el mar u océano
42.72132	-83.1213623	Coordenadas en el mar u océano
36.1657778	43.9794949	Coordenadas en el mar u océano
48.7833566	10.1597308	Laasqoray لاسقرى, Sanaag, Somalia
36.2191242	44.0338292	Coordenadas en el mar u océano
-21.875683000000002	-60.0866723560016	Coordenadas en el mar u océano
10.8447575	106.6797781	
48.1155735	0.3660471	Coordenadas en el mar u océano
36.1661069	43.9835808	Coordenadas en el mar u océano
60.2863995	25.1400425	دهستان جهلیان, بخش مرکزی, شهرستان کنارک, Sistán y Baluchistán, Irán
30.9099313	-86.9042355	Coordenadas en el mar u océano
36.3586469	43.1406544	Coordenadas en el mar u océano
36.2171157	44.0231118	Coordenadas en el mar u océano
-11.8782142	-77.0164471	Coordenadas en el mar u océano
12.4026897	-1.5625762	Provincia de Ogooué-Lolo, Gabón
34.0649055	132.9944935	
25.0344695	121.5560138	
34.7891017	10.520593	Belfodiyo, Asosa, Benishangul-Gumaz, Etiopía
26.2314964	50.5792348	Великоомелянська сільська громада, Рівненський район, Óblast de Rivne, 35360, Ucrania
37.29324	-87.135982	Coordenadas en el mar u océano
26.1857203	50.5457689	вулиця Шевченка, Орестів, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
35.5635108	45.4487205	República Autónoma de Crimea, Ucrania
36.1683027	44.0329391	Coordenadas en el mar u océano
25.0762981	121.4326434	
26.1856173	50.5446946	вулиця Шевченка, Орестів, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
36.1712567	43.993594	Coordenadas en el mar u océano
35.40171	-77.9850556	Coordenadas en el mar u océano
34.9878162	133.4569783	
26.362569	126.715963	
34.533372	-79.556441	Coordenadas en el mar u océano
23.7089418	120.2006947	
59.9078002	10.6289103	Coordenadas en el mar u océano
32.3870916	131.041816	
53.3741075	-6.2846211	Coordenadas en el mar u océano
33.3455771	44.3862301	Sebastopol, Южный федеральный округ, Rusia
35.574917	45.4636896	República Autónoma de Crimea, Ucrania
27.5735536	85.4917398	Coordenadas en el mar u océano
42.2732072	86.731723	Coordenadas en el mar u océano
64.6657852	24.4782915	Coordenadas en el mar u océano
35.5882018	45.3906728	República Autónoma de Crimea, Ucrania
23.1404269	120.4317394	
35.5733886	45.4434278	República Autónoma de Crimea, Ucrania
41.0392899	73.04828689962716	Coordenadas en el mar u océano
52.1920955	-1.3718487	Coordenadas en el mar u océano
60.8878866	10.6712852	Coordenadas en el mar u océano
35.555041	45.4371973	República Autónoma de Crimea, Ucrania
26.1866294	50.5459651	вулиця Шевченка, Орестів, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
65.363142	12.17159	Coordenadas en el mar u océano
26.2301707	50.5783451	Великоомелянська сільська громада, Рівненський район, Óblast de Rivne, 35360, Ucrania
36.8873639	40.0335299	Sivas Merkez, Sivas, İç Anadolu Bölgesi, Turquía
14.6180101	120.970819	
49.2218728	6.0095822	Coordenadas en el mar u océano
10.8026792	106.7081769	
57.8291063	26.5287334	دهستان سردشت, بخش مرکزی, شهرستان بشاگرد, Hormozgan, Irán
47.1372687	-0.2948787	Coordenadas en el mar u océano
36.7285003	10.467686480009725	West Gojjam, Amhara, Etiopía
45.9780943	-67.4684085	Coordenadas en el mar u océano
26.2301707	50.5783451	Великоомелянська сільська громада, Рівненський район, Óblast de Rivne, 35360, Ucrania
33.3402009	44.3978826	Sebastopol, Южный федеральный округ, Rusia
40.9777976	-72.2708368	Coordenadas en el mar u océano
58.7052576	15.7678723	Coordenadas en el mar u océano
14.5338003	121.0004266	
41.5757596	-71.8580283	Coordenadas en el mar u océano
58.4591907	6.0044992	Coordenadas en el mar u océano
54.4441764	24.4386021	شارع الشَّبَاب, Al Matar, حديقة خليفة, Abu Dabi, أبوظبي, Abu Dabi, Emiratos Árabes Unidos
40.6798722	40.2545939	Kızılhasan, Sper, Erzurum, Doğu Anadolu Bölgesi, Turquía
34.2891563	134.2488681	
60.2504569	24.8332345	Coordenadas en el mar u océano
25.0355477	121.5273832	
25.064245	121.5338503	
35.5744257	45.4518726	República Autónoma de Crimea, Ucrania
49.669121	-107.020447	
68.9555411	16.6498045	Coordenadas en el mar u océano
36.1693742	43.9894633	Coordenadas en el mar u océano
55.5173679	21.6194057	محافظة العديد, Provincia Oriental, 36621, Arabia Saudita
33.3493887	44.3948813	Sebastopol, Южный федеральный округ, Rusia
48.0906904	-53.0026307	Coordenadas en el mar u océano
25.0375198	121.5636796	
26.1909902	50.5379775	вулиця Шевченка, Орестів, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
35.42145	128.37822	
31.2171558	35.100644	Coordenadas en el mar u océano
36.1882967	44.0334247	Coordenadas en el mar u océano
35.2801026	138.5675364	
33.3342365	44.4087466	Sebastopol, Южный федеральный округ, Rusia
35.5691312	45.3940216	República Autónoma de Crimea, Ucrania
60.2840517	24.747566	Coordenadas en el mar u océano
35.5792525	45.4558413	República Autónoma de Crimea, Ucrania
42.5281502	-75.521642	Coordenadas en el mar u océano
10.7959046	106.5916608	
35.5632267	45.4372382	República Autónoma de Crimea, Ucrania
35.5663838	45.3906714	República Autónoma de Crimea, Ucrania
45.2866018	6.2948878	Dollo, Somali, Etiopía
36.2077049	43.9900307	Coordenadas en el mar u océano
35.5583488	45.4826268	República Autónoma de Crimea, Ucrania
35.5805836	45.4164961	República Autónoma de Crimea, Ucrania
47.6748623	-53.265205	Coordenadas en el mar u océano
36.2000933	44.0280023	Coordenadas en el mar u océano
-16.0060173	-47.9899912	Coordenadas en el mar u océano
25.0204511	121.4227325	
35.5893619	45.4176958	República Autónoma de Crimea, Ucrania
26.2296706	50.5769358	Великоомелянська сільська громада, Рівненський район, Óblast de Rivne, 35360, Ucrania
64.1239138	-21.8229682	Coordenadas en el mar u océano
35.5856322	45.4126706	República Autónoma de Crimea, Ucrania
69.1324599	18.0628666	Coordenadas en el mar u océano
35.4685399	134.2515443	
35.5631418	45.4680516	República Autónoma de Crimea, Ucrania
40.6162806	-112.498767	
25.0355818	121.541945	
36.2019227	43.9866896	Coordenadas en el mar u océano
36.3422329	138.2852807	
36.1658342	43.9880265	Coordenadas en el mar u océano
26.1858618	50.5455532	вулиця Шевченка, Орестів, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
37.5173558	13.7182722	Western Tigray, Tigray, Etiopía
25.0421069	121.5083483	
36.1653806	44.012944	Coordenadas en el mar u océano
63.5409832	29.1738104	تحصیل دالبندین, ضلع چاغی, رخشان ڈویژن, Baluchistán, Pakistán
47.84941	6.3888875	Hobyo هبيا, Mudug, Galmudug غامدوغ, Somalia
55.1072746	25.3218783	Dubái, Emiratos Árabes Unidos
32.1552542	34.9550421	Chipre
-22.002267	-68.194543	Coordenadas en el mar u océano
35.5887282	45.4228266	República Autónoma de Crimea, Ucrania
35.5590827	45.4531592	República Autónoma de Crimea, Ucrania
47.4309796	5.843832	Hobyo هبيا, Mudug, Galmudug غامدوغ, Somalia
26.1847226	50.5453489	вулиця Шевченка, Орестів, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
64.6323213	25.2928629	تحصیل اورماڑہ, ضلع گوادر, مکران ڈویژن, Baluchistán, 91400, Pakistán
47.1018346	1.4506313	Coordenadas en el mar u océano
10.7478739	106.6896614	
34.3368517	134.2351318	
35.5636753	45.4714908	República Autónoma de Crimea, Ucrania
26.24825	50.6551214	Лугова вулиця, Шпанів, Шпанівська сільська громада, Рівненський район, Óblast de Rivne, 35301, Ucrania
26.1852295	50.5449157	вулиця Шевченка, Орестів, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
-11.8773253	-77.0168313	Coordenadas en el mar u océano
25.0268441	121.550952	
38.102062	-92.702237	
35.5886371	45.4157992	República Autónoma de Crimea, Ucrania
26.1847226	50.5453489	вулиця Шевченка, Орестів, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
29.561714	52.6601164	Мольча, Чыркавіцкі сельскі Савет, Светлагорскі раён, Provincia de Gómel, Belarús
33.33134285	44.38957109636726	Sebastopol, Южный федеральный округ, Rusia
44.6287701	5.0827978	Afder, Somali, Etiopía
69.1183866	18.1837705	Coordenadas en el mar u océano
42.760245	-71.869549	Coordenadas en el mar u océano
26.0667533	42.6488936	Близнец, Твърдица, Сливен, Bulgaria
37.9365048	-92.7414134	
48.2965015	6.1233832	Hobyo هبيا, Mudug, Galmudug غامدوغ, Somalia
36.179228	44.036557	Coordenadas en el mar u océano
36.8538101	28.2394541	Gobernación de Tabuk, Provincia de Tabuk, Arabia Saudita
63.4135322	-20.2838418	Coordenadas en el mar u océano
60.2237029	24.7496136	Coordenadas en el mar u océano
37.721509	-80.344788	Coordenadas en el mar u océano
23.8917664	120.4592796	
35.5639099	45.4453987	República Autónoma de Crimea, Ucrania
56.7125859	-5.2369706	Coordenadas en el mar u océano
48.2373696	-3.4194273	Coordenadas en el mar u océano
49.5222502	-105.6587818	
48.5548473	-84.739772	Coordenadas en el mar u océano
22.7716339	-81.0210803	Coordenadas en el mar u océano
41.0749506	26.5753299	محافظة السليمي, Provincia de Hail, Arabia Saudita
22.9769577	-82.3802403	Coordenadas en el mar u océano
33.5546551	130.5306475	
35.5857629	45.3909449	República Autónoma de Crimea, Ucrania
45.8057837	13.8448604	مدنقة, نعمان, مديرية لودر, Gobernación de Abyan, Yemen
23.7394892	120.2554235	
26.1901559	50.5453511	Ільпінь, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
38.490329	26.9447159	محافظة تيماء, Provincia de Tabuk, 45911, Arabia Saudita
12.3468184	-1.5456452	Provincia de Ogooué-Lolo, Gabón
35.5755674	45.4190205	República Autónoma de Crimea, Ucrania
26.2487497	50.6549332	Лугова вулиця, Шпанів, Шпанівська сільська громада, Рівненський район, Óblast de Rivne, 35301, Ucrania
47.2694983	-0.4498678	Coordenadas en el mar u océano
12.3479714	-1.5489405	Provincia de Ogooué-Lolo, Gabón
29.7152983	52.4426159	Н5009, Пажыхар, Асташкавіцкі сельскі Савет, Светлагорскі раён, Provincia de Gómel, Belarús
23.4204396	120.4343586	
35.5855721	45.4057995	República Autónoma de Crimea, Ucrania
-11.877726	-77.0160212	Coordenadas en el mar u océano
24.682215	121.6910499	
29.1413454	-98.1528067	
14.5166479	121.0012766	
48.3147828	17.5053578	مديرية زمخ ومنوخ, Gobernación de Hadramaut, Yemen
26.1220935	50.5658868	Великоомелянська сільська громада, Рівненський район, Óblast de Rivne, Ucrania
35.5740289	45.4667892	República Autónoma de Crimea, Ucrania
19.8712005	75.363679	Coordenadas en el mar u océano
26.1724017	50.6219339	Городоцька сільська громада, Рівненський район, Óblast de Rivne, 35307, Ucrania
26.1890781	50.5438996	вулиця Шевченка, Орестів, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
21.877406	-82.7981166	Coordenadas en el mar u océano
48.772367149999994	9.19439278930827	Taleex تلأ ح, Sool, Somalia
62.5558961	6.6243994	Coordenadas en el mar u océano
26.652521	127.8812924	
35.5589664	45.4687029	República Autónoma de Crimea, Ucrania
25.088092	121.5208375	
26.37797	126.7563492	
35.5581105	45.4626226	República Autónoma de Crimea, Ucrania
33.3394	44.389827	Sebastopol, Южный федеральный округ, Rusia
23.4748403	120.4366012	
37.6999289	41.9218297	Coordenadas en el mar u océano
33.3310969	44.4090421	Sebastopol, Южный федеральный округ, Rusia
34.81606	135.5632407	
43.15051565	21.253744230069124	محافظة رنيه, Provincia de La Meca, 18211, Arabia Saudita
49.6703662	18.3245347	مديرية القف, Gobernación de Hadramaut, Yemen
25.0354132	121.5557279	
35.7216467	51.4786564	38К-004, Любимовский сельсовет, Большесолдатский район, Óblast de Kursk, Distrito federal Central, Rusia
32.3276076	53.9981709	Снегиревское сельское поселение, Шумячский район, Óblast de Smolensk, Distrito federal Central, Rusia
52.5361111	17.5852999	مديرية شحن, Gobernación de Al Mahrah, Yemen
-38.6351501	-73.2972876	Coordenadas en el mar u océano
29.561714	52.6601164	Мольча, Чыркавіцкі сельскі Савет, Светлагорскі раён, Provincia de Gómel, Belarús
23.9780785	120.6804646	
59.8753655	9.8765258	Coordenadas en el mar u océano
48.94193235	2.4861143550726537	Coordenadas en el mar u océano
34.291983	134.2400311	
60.2713667	25.202134	دهستان جهلیان, بخش مرکزی, شهرستان کنارک, Sistán y Baluchistán, Irán
50.8497278	2.3078584	Coordenadas en el mar u océano
35.56418	137.077184	
36.1779494	44.015298	Coordenadas en el mar u océano
25.1319982	121.7444294	
37.4826102	126.9225555	
35.5762426	45.3995453	República Autónoma de Crimea, Ucrania
25.103601	121.7570415	
32.8364172	-98.9472002	
35.5722747	45.4468176	República Autónoma de Crimea, Ucrania
25.0480352	121.4276977	
34.6630172	50.8675794	Никонці, Ясени, Садівська сільська громада, Сумський район, Óblast de Sumy, 42343, Ucrania
42.6742165	-71.11889324424342	Coordenadas en el mar u océano
22.6383941	120.2809622	
10.7667148	106.6472936	
54.0995549	23.8244007	أم ليله, منطقة الظفرة, Abu Dabi, Emiratos Árabes Unidos
36.16213	-81.8777481	Coordenadas en el mar u océano
50.8089362	12.8200208	Coordenadas en el mar u océano
25.0212498	121.4213882	
31.307876	-86.036013	Coordenadas en el mar u océano
24.3493018	120.6170619	
36.826035	54.434207	сельское поселение Деревня Зудна, Ферзиковский район, Óblast de Kaluga, Distrito federal Central, 249802, Rusia
42.0093149	21.4461308	محافظة رنيه, Provincia de La Meca, 18211, Arabia Saudita
36.1033166	-5.4506297	Zajilwa, Chamwino, Región de Dodoma, Central Zone, Tanzania
21.8739271	-82.8042166	Coordenadas en el mar u océano
-27.3745531	-55.9493043	Coordenadas en el mar u océano
61.144742300000004	70.30218102799532	Coordenadas en el mar u océano
60.1885227	10.2315747	Coordenadas en el mar u océano
45.517289950000006	9.15582349178859	Burco برعو, Togdheer, Somalia
22.8365762	-82.0341153	Coordenadas en el mar u océano
35.582275	45.4204674	República Autónoma de Crimea, Ucrania
35.5623872	45.4664279	República Autónoma de Crimea, Ucrania
51.2730164	15.7868945	مديرية قشن, Gobernación de Al Mahrah, Yemen
61.19806295	70.13121076925708	Coordenadas en el mar u océano
33.51623	133.918219	
36.9013652	8.4179174	Jimma, Oromia, Etiopía
49.8814179	8.6558151	Qardho قرضو, Bari, Puntland أرض البنط, Somalia
35.5808203	45.4306083	República Autónoma de Crimea, Ucrania
35.313425	139.8168045	
34.8950724	-82.9880148	Coordenadas en el mar u océano
-29.6578835	-71.2533224	Coordenadas en el mar u océano
41.5021564	-72.2032202	Coordenadas en el mar u océano
50.7834541	12.0601625	Caluula علولة, Bari, Puntland أرض البنط, Somalia
37.4733204	38.7881612	Bağlıçay, Gürün, Sivas, İç Anadolu Bölgesi, Turquía
33.4198851	130.5318938	
35.584353	45.4010435	República Autónoma de Crimea, Ucrania
36.7141096	136.7014188	
38.6663066	-6.9789599	Kisarawe, Región de Pwani, Coastal Zone, Tanzania
33.3472021	44.3929946	Sebastopol, Южный федеральный округ, Rusia
35.5604872	45.4183204	República Autónoma de Crimea, Ucrania
10.8003691	106.7058918	
29.130668	54.0435603	Дзмітравіцкі сельскі Савет, Бярэзінскі раён, Provincia de Minsk, Belarús
25.1290462	121.7563721	
33.3527007	44.3829952	Sebastopol, Южный федеральный округ, Rusia
25.0776619	121.433766	
35.5727952	45.4608881	República Autónoma de Crimea, Ucrania
35.3073429	134.2014033	
34.0272084	131.5771741	
40.9938193	-72.2466955	Coordenadas en el mar u océano
26.2281751	50.5721692	Великоомелянська сільська громада, Рівненський район, Óblast de Rivne, Ucrania
39.1447233	42.5341949	Coordenadas en el mar u océano
48.181718599999996	11.559406555813219	Coordenadas en el mar u océano
30.2591386	-84.2605608	Coordenadas en el mar u océano
62.081634	-6.7246373	Coordenadas en el mar u océano
48.501371	5.5228899	Hobyo هبيا, Mudug, Galmudug غامدوغ, Somalia
25.0337518	121.4411104	
-21.0460626	55.2788892	Coordenadas en el mar u océano
33.5040312	132.4475411	
22.8610631	120.2543064	
26.2292798	50.5779906	Великоомелянська сільська громада, Рівненський район, Óblast de Rivne, 35360, Ucrania
46.6659554	3.9217475	Ceel Dheer, Galguduud, Galmudug غامدوغ, Somalia
25.1071951	121.7937009	
36.1685658	44.0197389	Coordenadas en el mar u océano
26.185331	50.5465111	вулиця Шевченка, Орестів, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
53.15843295	15.400674506625215	Coordenadas en el mar u océano
36.20882505	5.428833972194919	Kuchuru, South Omo, Naciones, Nacionalidades y Pueblos del Sur, Etiopía
33.3476006	44.3972088	Sebastopol, Южный федеральный округ, Rusia
36.2995515	139.0733492	
46.6453433	-122.0606371	
6.9636961	100.5690913	
35.5874063	45.400695	República Autónoma de Crimea, Ucrania
26.1271634	50.5542164	Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35710, Ucrania
26.2596226	50.6210344	Інститут Мистецтв, 7, вулиця Миколи Хвильового, Rivne, Рівненська міська громада, Рівненський район, Óblast de Rivne, 33017, Ucrania
48.119228899999996	-1.7075957310917744	Coordenadas en el mar u océano
62.1782081	27.8284927	دهستان سینگان, بخش مرکزی, شهرستان گلشن, Sistán y Baluchistán, Irán
26.2290827	50.5735031	Великоомелянська сільська громада, Рівненський район, Óblast de Rivne, Ucrania
32.3244113	50.8418916	Ічнянська міська громада, Прилуцький район, Óblast de Chernihiv, Ucrania
35.5669028	45.37717	República Autónoma de Crimea, Ucrania
51.1265823	1.3333752	Coordenadas en el mar u océano
-0.19393480000000002	-76.65746067491115	Coordenadas en el mar u océano
41.5746771	-73.4169315	Coordenadas en el mar u océano
36.1869576	43.9913691	Coordenadas en el mar u océano
38.4726459	27.2492225	محافظة تيماء, Provincia de Tabuk, 45911, Arabia Saudita
26.1854262	50.5442726	вулиця Шевченка, Орестів, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
58.52627	22.3474157	شمال الشرقية, Omán
35.7020698	51.4814297	2-я Косторная, Любимовский сельсовет, Большесолдатский район, Óblast de Kursk, Distrito federal Central, Rusia
45.8570248	1.3235575	Coordenadas en el mar u océano
32.9631043	130.7515317	
48.8038188	1.7828684	Coordenadas en el mar u océano
36.1674034	43.9850836	Coordenadas en el mar u océano
35.5715796	45.3855485	República Autónoma de Crimea, Ucrania
25.0243087	121.4907044	
33.8048215	132.7601288	
36.7360744	137.3106073	
43.4646293	-1.3622542	Coordenadas en el mar u océano
38.1432519	26.8819345	محافظة العلا, Provincia de Medina, 20115, Arabia Saudita
21.0304029	105.7970731	
61.9030277	-6.8779753	Coordenadas en el mar u océano
24.9699723	121.2266689	
66.2525457	27.3290685	تحصیل نال, ضلع خضدار, قلات ڈویژن, Baluchistán, Pakistán
48.6990004	-0.967746	Coordenadas en el mar u océano
35.5954969	45.4107771	República Autónoma de Crimea, Ucrania
35.5799285	45.4257394	República Autónoma de Crimea, Ucrania
44.119793	-106.712772	
25.104588	121.52253	
35.5112844	134.2181396	
53.170270450000004	15.413021870046215	Coordenadas en el mar u océano
41.5761089	-71.8561469	Coordenadas en el mar u océano
26.1790135	50.6186282	Обарів, Городоцька сільська громада, Рівненський район, Óblast de Rivne, 35307, Ucrania
60.1303183	19.939748	Coordenadas en el mar u océano
49.584189	34.5043247	مخلص آباد, دهستان فرمهین, بخش مرکزی, شهرستان فراهان, Markazi, Irán
49.4660373	18.4337419	مديرية القف, Gobernación de Hadramaut, Yemen
58.0917806	7.8423551	Coordenadas en el mar u océano
33.5518087	133.7502294	
36.3927569	59.5095452	Кадуйский муниципальный округ, Óblast de Vólogda, Северо-Западный федеральный округ, Rusia
29.5580615	52.6142569	Чыркавіцкі сельскі Савет, Светлагорскі раён, Provincia de Gómel, 247410, Belarús
12.3818612	-1.5334816	Provincia de Ogooué-Lolo, Gabón
36.1596159	43.9846932	Coordenadas en el mar u océano
29.1300745	54.0442736	Дзмітравіцкі сельскі Савет, Бярэзінскі раён, Provincia de Minsk, Belarús
36.1683222	43.9659869	Coordenadas en el mar u océano
7.2315982	80.3470505	Coordenadas en el mar u océano
31.1346976	121.6622748	
29.1299357	54.0438239	Дзмітравіцкі сельскі Савет, Бярэзінскі раён, Provincia de Minsk, Belarús
35.5691082	45.3778196	República Autónoma de Crimea, Ucrania
53.1600781	15.400238156585367	Coordenadas en el mar u océano
34.3363272	133.8870244	
25.0652734	121.5021266	
61.1691151	7.1684827	Coordenadas en el mar u océano
26.2496296	50.6565677	Лугова вулиця, Шпанів, Шпанівська сільська громада, Рівненський район, Óblast de Rivne, 35301, Ucrania
35.5960299	45.414332	República Autónoma de Crimea, Ucrania
50.9356509	-104.4960473	
37.8794886	30.3746936	Al Gurayat, Provincia de Yauf, 77454, Arabia Saudita
58.543271	8.9748154	Coordenadas en el mar u océano
26.1880552	50.5437499	вулиця Шевченка, Орестів, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
26.1866294	50.5459651	вулиця Шевченка, Орестів, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
34.5091846	135.7543526	
40.6773133	30.5558155	محافظة سكاكا, Provincia de Yauf, Arabia Saudita
55.5815673	12.9639964	Coordenadas en el mar u océano
33.605866	133.979232	
49.1447415	-124.0553751	
41.7386051	-83.4553139	Coordenadas en el mar u océano
60.2925447	5.2607757	Coordenadas en el mar u océano
34.4003541	4.9973959966477555	Kapoeta Este, Ecuatoria Oriental, Sudán del Sur
35.8440103	50.9231488	Бобравское сельское поселение, Ракитянский район, Óblast de Bélgorod, Distrito federal Central, Rusia
35.0359183	135.6594146	
36.217749	44.0382555	Coordenadas en el mar u océano
50.332566	-107.975268	
29.5589928	52.6578248	67, Цэнтральная вуліца, Мольча, Чыркавіцкі сельскі Савет, Светлагорскі раён, Provincia de Gómel, Belarús
26.1910195	50.5478676	Ільпінь, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
56.3417568	22.1920439	Ad Dhahirah, Omán
35.8893565	139.6422119	
48.779542	1.7869949	Coordenadas en el mar u océano
33.355966	130.417035	
35.5626631	45.4471518	República Autónoma de Crimea, Ucrania
36.695157	137.2260258	
26.1849999	50.5460029	вулиця Шевченка, Орестів, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
39.8708444	37.7557665	Çınar, Diyarbakir, Güneydoğu Anadolu Bölgesi, Turquía
60.2986257	5.2896628	Coordenadas en el mar u océano
41.0968917	28.8591894	طعيسات غربة, محافظة حائل, Provincia de Hail, Arabia Saudita
48.769581599999995	2.456894112836288	Coordenadas en el mar u océano
35.5772211	45.4355632	República Autónoma de Crimea, Ucrania
26.1245585	50.5633625	Великоомелянська сільська громада, Рівненський район, Óblast de Rivne, Ucrania
29.5844348	52.645734	Н5013, Вялікі Бор, Чыркавіцкі сельскі Савет, Светлагорскі раён, Provincia de Gómel, 247410, Belarús
51.0831881	17.062186	مديرية منعر, Gobernación de Al Mahrah, Yemen
35.5941417	45.4083169	República Autónoma de Crimea, Ucrania
45.7915084	14.9478393	أم لقيط, مديرية عسيلان, Gobernación de Shabwah, Yemen
33.3342365	44.4087466	Sebastopol, Южный федеральный округ, Rusia
50.9669027	1.8608294	Coordenadas en el mar u océano
33.3167907	44.3960083	Sebastopol, Южный федеральный округ, Rusia
-11.6261022	-50.7046691	Coordenadas en el mar u océano
25.0097207	121.3476914	
35.5984861	45.4050767	República Autónoma de Crimea, Ucrania
25.0208583	121.423281	
8.7068403	-73.9539623	Coordenadas en el mar u océano
26.2213178	50.548768	Здолбунів, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35702, Ucrania
47.5503565	-53.5441904	Coordenadas en el mar u océano
68.7063129	15.416041	Coordenadas en el mar u océano
26.1241419	50.5422557	Глинськ, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35710, Ucrania
61.8239315	-6.7016077	Coordenadas en el mar u océano
37.4516417	126.9294758	
37.4647537	127.1254753	
66.2525457	27.3290685	تحصیل نال, ضلع خضدار, قلات ڈویژن, Baluchistán, Pakistán
35.5778943	45.4381633	República Autónoma de Crimea, Ucrania
35.576986	45.3897016	República Autónoma de Crimea, Ucrania
35.3731567	134.2165177	
26.1879442	50.5394603	вулиця Шевченка, Орестів, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
64.0512077	-21.9935647	Coordenadas en el mar u océano
35.5660663	45.4000935	República Autónoma de Crimea, Ucrania
26.1706093	50.621614	Обарів, Городоцька сільська громада, Рівненський район, Óblast de Rivne, 35307, Ucrania
55.84867855	23.13006418938857	Ad Dhahirah, Omán
59.0542735	10.0277833	Coordenadas en el mar u océano
62.406656999999996	25.619122504807727	تحصیل دشت, ضلع کیچ, مکران ڈویژن, Baluchistán, Pakistán
-37.7485617	-72.2773985	Coordenadas en el mar u océano
48.7390928	9.9374922	Laasqoray لاسقرى, Sanaag, Somalia
29.6852128	52.4750999	Асташкавіцкі сельскі Савет, Светлагорскі раён, Provincia de Gómel, Belarús
12.3600312	-1.5453859	Provincia de Ogooué-Lolo, Gabón
49.2644639	-1.4866557	Coordenadas en el mar u océano
59.1355679	10.2079168	Coordenadas en el mar u océano
31.9908434	130.9698073	
-36.9636099	-59.2197123	Coordenadas en el mar u océano
33.2483744	130.2020511	
61.13220405	70.00665597471459	Заполярный район, Distrito autónomo de Nenetsia, Северо-Западный федеральный округ, Rusia
33.3495495	44.3920877	Sebastopol, Южный федеральный округ, Rusia
26.2642277	50.6182842	5, вулиця Князя Володимира, Rivne, Рівненська міська громада, Рівненський район, Óblast de Rivne, 33014, Ucrania
-37.5212914	-72.9922197	Coordenadas en el mar u océano
33.349789	44.4101322	Sebastopol, Южный федеральный округ, Rusia
34.5920589	135.6692552	
48.9198486	8.0824618	Garowe غاروي, Nugaal, Puntland أرض البنط, Somalia
26.1264243	50.5597804	Великоомелянська сільська громада, Рівненський район, Óblast de Rivne, Ucrania
48.5962005	-84.6702245	Coordenadas en el mar u océano
35.5617851	45.4221247	República Autónoma de Crimea, Ucrania
29.5619406	52.6597234	Мольча, Чыркавіцкі сельскі Савет, Светлагорскі раён, Provincia de Gómel, Belarús
49.8307064	-102.3182732	
51.4190218	12.1577258	Coordenadas en el mar u océano
34.6187923	135.623922	
44.8056799	-95.5457993	
36.1829989	43.9901506	Coordenadas en el mar u océano
29.4776402	73.117434	Coordenadas en el mar u océano
10.7458255	106.6789223	
36.2119943	44.0387335	Coordenadas en el mar u océano
36.2101878	44.0109514	Coordenadas en el mar u océano
