IP: 129.24.186.201, Longitud: 33.3452461, Latitud: 44.3970441
IP: 176.117.210.16, Longitud: 35.5643188, Latitud: 45.4522615
IP: 172.210.39.2, Longitud: 29.1292534, Latitud: 54.0437385
IP: 151.228.246.111, Longitud: 26.1847226, Latitud: 50.5453489
IP: 152.100.142.52, Longitud: 35.5825334, Latitud: 45.4142863
IP: 69.6.87.75, Longitud: 49.7020359, Latitud: -104.6034749
IP: 203.208.111.218, Longitud: 26.24825, Latitud: 50.6551214
IP: 25.152.237.81, Longitud: 29.8153015, Latitud: 52.3919521
IP: 111.209.216.198, Longitud: 25.032755, Latitud: 121.5305543
IP: 42.23.153.156, Longitud: 58.1523796, Latitud: 8.0092932
IP: 28.105.204.239, Longitud: 26.2618072, Latitud: 50.6207833
IP: 125.57.56.25, Longitud: 35.5697774, Latitud: 45.378956
IP: 27.68.117.151, Longitud: 34.7582409, Latitud: 135.53249
IP: 111.177.76.179, Longitud: 26.1879728, Latitud: 50.5476375
IP: 38.212.130.51, Longitud: 58.9705014, Latitud: 9.8650154
IP: 196.48.34.181, Longitud: 31.4747719, Latitud: -103.3717363
IP: 37.31.66.152, Longitud: 34.5383133, Latitud: 134.2849145
IP: 57.196.53.35, Longitud: 33.9719189, Latitud: 130.9444548
IP: 136.94.147.164, Longitud: 18.2998984, Latitud: -66.2525127
IP: 21.131.89.145, Longitud: 32.3175722, Latitud: 53.9835606
IP: 217.191.155.81, Longitud: 33.4469177, Latitud: -84.1390137
IP: 139.110.39.13, Longitud: 49.253590700000004, Latitud: 7.04139814184313
IP: 172.219.136.113, Longitud: 30.8852237, Latitud: -86.9527449
IP: 84.72.27.16, Longitud: 36.7602569, Latitud: 2.9969173
IP: 63.159.123.208, Longitud: 24.7685899, Latitud: 121.0871419
IP: 46.4.95.177, Longitud: 29.5631982, Latitud: 52.5297428
IP: 205.223.115.155, Longitud: -37.3198543, Latitud: -72.2745067
