Usuario,Fecha,Polaridad,Contenido
sanchez_sonia,2011-12-19T16:24:07,"[{'value': 'NEU', 'type': 'DISAGREEMENT'}, {'entity': 'Rubalcaba', 'value': 'P', 'type': 'AGREEMENT'}]","Rubalcaba se opone a que haya fondos públicos para sanear ""activos tóxicos"" #investidura"
mgilguerrero,2011-12-19T16:26:06,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Rubalcaba', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Europa', 'value': 'P+', 'type': 'AGREEMENT'}]",Rubalcaba le ha propuesto a Rajoy pacto ante Europa... Por lo demás reedición del debate electoral
GLlamazares,2011-12-19T16:30:52,"{'value': 'P+', 'type': 'AGREEMENT'}","Matiza el pacto constitucional de estabilidad al 0,5."
SalomeGa,2011-12-19T16:41:07,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Rubalcaba', 'value': 'P+', 'type': 'AGREEMENT'}]","Rubalcaba logra responder en media hora a todo lo que Rajoy dijo en hora y media... Señor, qué velocidad! #investidura"
maria_rey,2011-12-19T16:42:18,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Rubalcaba', 'value': 'P', 'type': 'AGREEMENT'}]","Rubalcaba a Rajoy ""Cualquier retroceso en materia de igualdad  contará con nuestra oposición"" #investidurarajoy"
sonsolesonega,2011-12-19T16:42:35,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'Rubalcaba', 'value': 'N', 'type': 'AGREEMENT'}]",Rubalcaba le dice a Rajoy que tiene sospechas de que puede recortar derechos. Rajoy ni le mira. #investidura
carlosecue,2011-12-19T16:49:12,"[{'value': 'N', 'type': 'DISAGREEMENT'}, {'entity': 'Rubalc', 'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'N', 'type': 'AGREEMENT'}]",Debería llegar ahora el momento en que Rajoy improvise. Pero va lleno de papeles a la tribuna. Esta aceptando los pactos que ofrecía Rubalc
sanchez_sonia,2011-12-19T16:57:25,"[{'value': 'N', 'type': 'DISAGREEMENT'}, {'entity': 'Rajoy', 'value': 'NEU', 'type': 'DISAGREEMENT'}, {'entity': 'FROB', 'value': 'N', 'type': 'AGREEMENT'}]","Rajoy: ""intentaré que no haya"" dinero público para el sector financiero, aunque dice que hasta ahora, con el FROB, lo ha habido #investidura"
Tonicanto1,2011-12-19T17:01:07,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'N', 'type': 'AGREEMENT'}]",Rajoy habla de recaudación... Pero no menciona la lucha contra el fraude.
javiercasqueiro,2011-12-19T17:05:19,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Alfonso_Alonso', 'value': 'N', 'type': 'AGREEMENT'}]","Rajoy no quiere aplausos de más. Manda sentar con un gesto a su portavoz, Alfonso Alonso, para acallar al grupo que ... http://t.co/husQdH95"
sanchez_sonia,2011-12-19T17:08:00,"[{'value': 'NEU', 'type': 'DISAGREEMENT'}, {'entity': 'Rajoy', 'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'Rubalcaba', 'value': 'NEU', 'type': 'AGREEMENT'}]","Rubalcaba calcula que Rajoy ha anunciado 10.000 millones de euros en rebajas fiscales... ""¿y los ingresos?"", se pregunta #investidura"
fgurbaneja,2011-12-19T17:08:08,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'N', 'type': 'AGREEMENT'}]","la cuenta de gastos fiscales propuesta por Rajoy es voluntarista, un poco electoral. ¿habrán hecho los números? Temo que no"
pedroj_ramirez,2011-12-19T17:14:55,"[{'value': 'NEU', 'type': 'DISAGREEMENT'}, {'entity': 'PP', 'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'PSOE', 'value': 'N', 'type': 'AGREEMENT'}]",Nada le gustaría tanto al PP como tener a Rubal enfrente 4 años siendo rehén de su pasado. El PSOE estará loco si no se renueva.
jesusmarana,2011-12-19T17:17:24,"[{'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'N+', 'type': 'AGREEMENT'}]","Lo del bachillerato de tres años es ""poner todo patas arriba"", dice Rubalcaba sobre propuesta de Rajoy. #investidura"
javiercasqueiro,2011-12-19T17:20:03,"{'value': 'NONE', 'type': 'AGREEMENT'}","""Los países de Europa que nos están mirando"". Esa apelación la usa Rubalcaba para saber si Rajoy cambiará la jubilación ahora a ..."
sanchez_sonia,2011-12-19T17:23:29,"[{'value': 'N+', 'type': 'AGREEMENT'}, {'entity': '@SalomeGa', 'value': 'N+', 'type': 'AGREEMENT'}]",@SalomeGa No lo sabia! Lo dijo cada día en sus mítines de campaña
marodriguezb,2011-12-19T17:26:57,"[{'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'PP', 'value': 'P', 'type': 'AGREEMENT'}]",@PilarGGranja Te aseguro que no me esperaba su nivel. El Grupo PP se está creciendo por momentos.
iescolar,2011-12-19T17:28:10,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'N', 'type': 'AGREEMENT'}]","Tanto recortar, Rajoy va a empezar por las consonantes. Se salta una de cada dos. (le he dao, senao)"
lazaroelmundo,2011-12-19T17:35:21,"{'value': 'N+', 'type': 'AGREEMENT'}","oncólogos españoles denuncian ""dificultades"" en el uso de nuevas terapias contra el cáncer. hablan de obstáculos administrativos. tremendo"
marodriguezb,2011-12-19T17:35:48,"[{'value': 'P', 'type': 'DISAGREEMENT'}, {'entity': '@iescolar', 'value': 'N', 'type': 'AGREEMENT'}]","@iescolar Perdona, pero eso lo respeta: solo pide que no se llame ""matrimonio"" porque no hay ""mater""."
sanchez_sonia,2011-12-19T17:36:24,"{'value': 'NONE', 'type': 'AGREEMENT'}",Le toca el turno a Duan (CiU) #investidura
alfonsomerlos,2011-12-19T17:38:33,"{'value': 'NONE', 'type': 'AGREEMENT'}","Esta noche m acompañan en @DHAM_13tv Esther Jaén, @noeliamtnez , MA Gozalo, @pazmacazaga , María Claver y Pablo Casado ..."
GLlamazares,2011-12-19T17:46:02,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'CIU', 'value': 'N', 'type': 'AGREEMENT'}]","Continúa CIU con austeridad, rigor y solidaridad, mediante ley ómnibus( un sarcasmo), sólo algún pellizco con el estatut."
sanchez_sonia,2011-12-19T17:54:40,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'CiU', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Durán', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'P+', 'type': 'AGREEMENT'}]","Durán (CiU) da su apoyo al Rajoy para ""revisar"" el seguro de paro, no para ""suprimir"", aclara por si acaso... #investidura"
Buenafuente,2011-12-19T17:58:33,"{'value': 'NONE', 'type': 'AGREEMENT'}",Es ponerse ....“@olgacs78: @Buenafuente No te veo yo de burbuja de Freixenet!!!! Jejejeje”
sanchez_sonia,2011-12-19T18:02:42,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'CiU', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Durán', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'N', 'type': 'AGREEMENT'}]","Durán (CiU) se declara ""enormemente preocupado"" por la ""recentralización"" que cree ver en las medidas de Rajoy #investidura"
Joss682008,2011-12-19T18:15:24,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Duran', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Cataluña', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'España', 'value': 'P+', 'type': 'AGREEMENT'}]",Duran pide el pacto de cumplimiento fiscal con Cataluña. Afirma que solo asi podrá ser la locomotora económica de España.
sanchez_sonia,2011-12-19T18:22:50,"[{'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'España', 'value': 'N+', 'type': 'AGREEMENT'}]","Lo de ""España nos está haciendo más pobres"" de Durán es literal"
carlosecue,2011-12-19T18:23:28,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'PP', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'CiU', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Cataluña', 'value': 'P+', 'type': 'AGREEMENT'}]",Rajoy busca al menos la abstención de CiU. Dice que está de acuerdo con su filosofía. Y le recuerda que el PP apoya a CiU en Cataluña.
carlosecue,2011-12-19T18:29:10,"{'value': 'N', 'type': 'AGREEMENT'}","Hay 4.023 empresas, organismos y entidades publicas, dice Rajoy. Y mucho absentismo, añade.Habla de recortar empleo publico, sin cuantificar"
GLlamazares,2011-12-19T19:22:27,"{'value': 'N+', 'type': 'AGREEMENT'}","Denuncia la reforma constitucional y el golpe de los mercados, pidiendo la denuncia de deuda ilegitima."
maria_rey,2011-12-19T19:33:43,"{'value': 'NONE', 'type': 'AGREEMENT'}","Se suceden los portavoces de IU en el Congreso. Ahora se estrena  @jcoscu, de ICV.El pleno se cierra esta noche con UPyD. #investidurarajoy"
emontanes,2011-12-19T19:49:55,"{'value': 'NONE', 'type': 'AGREEMENT'}",y ahora qué `pasará en el Gobierno? http://t.co/nQO4lDfc
germanyanke,2011-12-19T19:51:41,"{'value': 'NONE', 'type': 'AGREEMENT'}","Revista de Prensa (ABC Punto Radio, 19 de diciembre) http://t.co/r9ABktwm"
lazaroelmundo,2011-12-19T20:19:48,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@fgarea', 'value': 'P+', 'type': 'AGREEMENT'}]",mi gran amigo @fgarea cumple años. no sé  cuantos son pero no demasiados jajaja. felicidades
GLlamazares,2011-12-19T20:40:51,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Rosa_Díez', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'NEU', 'type': 'DISAGREEMENT'}]","Empieza Rosa Díez como vasca y española asumiendo su responsabilidad, leal oposición  y dice que el debate lo gana Rajoy. Yo no diría tanto"
AlejandroSanz,2011-12-19T20:55:22,"{'value': 'P+', 'type': 'AGREEMENT'}",Holaaa mis tweeps! Un dia maravilloso para hacer un twitcam como os he prometido sera a las 6:00 pm (hora de Mexico) nos vemos pronto!!!
rafam_simancas,2011-12-19T21:03:11,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Rosa_Díez', 'value': 'N', 'type': 'AGREEMENT'}]","Se recomienda a Rosa Díez foniatra al canto, con ese tono de voz le van a salir unos pólipos como monaguillos si no se cuida."
cesc4official,2011-12-19T21:23:25,"{'value': 'P+', 'type': 'AGREEMENT'}",Aquí os dejo la última foto de la celebración de ayer después de ganar el mundialito. Ahora a pensar en el jueves.
PabloAIglesias,2011-12-19T21:37:01,"{'value': 'NONE', 'type': 'AGREEMENT'}",Rubalcaba ya se marcha del Congreso. Acaba de ponerse el abrigo y se va escaleras arriba con dos carteras en la mano #investidura
mgilguerrero,2011-12-19T22:07:34,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Rosa_Diez', 'value': 'N', 'type': 'AGREEMENT'}]",Rajoy y Rosa Diez apuran los ultimos minutos del debate. Se enzarzan a cuenta de la ley electoral
ccifuentes,2011-12-19T22:30:42,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'España', 'value': 'P+', 'type': 'AGREEMENT'}]",Ha dicho Rajoy en #Investidura que para mantener el estado de bienestar en España hay que crear puestos de trabajo... es el único modo
pedroj_ramirez,2011-12-19T23:05:44,"{'value': 'N+', 'type': 'AGREEMENT'}",Balance de la 1ª jornada del debate: En este Parlamento se va a oir de todo pero nada lo que se diga va a importar demasiado.
DiegoForlan7,2011-12-19T23:43:41,"[{'value': 'N', 'type': 'DISAGREEMENT'}, {'entity': 'Héctor_Núñez', 'value': 'N', 'type': 'AGREEMENT'}]",Se nos ha ido el maestro Héctor Núñez. Una gran pérdida. Un sentido abrazo para la familia y el fútbol uruguayo. DEP
AlejandroSanz,2011-12-19T23:53:49,"{'value': 'NONE', 'type': 'AGREEMENT'}","Jejeje check. RT @SullyMoralesVSZ: Que @AlejandroSanz acepte hacer twittcam ☑,hacer q (cont) http://t.co/xxzjWLqM"
AlejandroSanz,2011-12-20T00:47:06,"{'value': 'NONE', 'type': 'AGREEMENT'}",Empezamos ...? (@AlejandroSanz live on http://t.co/5u2PZfZx)
AlejandroSanz,2011-12-20T00:53:34,"{'value': 'P', 'type': 'AGREEMENT'}",Vale ya casi casi ... veo que cada minuto somos mas! (@AlejandroSanz live on http://t.co/5u2PZfZx)
AlejandroSanz,2011-12-20T00:57:06,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@lopolito', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@labalonso', 'value': 'P+', 'type': 'AGREEMENT'}]",Aquí estoy con @lopolito @labalonso listos y aquí vamos... (@AlejandroSanz live on http://t.co/5u2PZfZx)
AlexdelaIglesia,2011-12-20T03:46:10,"{'value': 'N', 'type': 'AGREEMENT'}",Yo debería estar durmiendo. Y nada. Y me levanto a las siete. Como era eso de las ovejas?
AlexdelaIglesia,2011-12-20T03:58:09,"{'value': 'N', 'type': 'AGREEMENT'}","Igual estoy dormido y sueño que twiteo. No, imposible: la wifi va y viene #estoesrealsiempre"
anabelenroy_tve,2011-12-20T06:56:57,"{'value': 'NONE', 'type': 'AGREEMENT'}",A las 9 h empieza la segunda sesión del debate de investidura en el Congreso con la intervención del resto de portavoces.
sevillajordi,2011-12-20T06:57:09,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'N', 'type': 'AGREEMENT'}]",Obviedad: depende del cristal con q se mira. Una cosa es la oposición y otra el Gobierno. Rajoy propone cosas ahora a las q se opuso ayer!
sevillajordi,2011-12-20T07:02:14,"{'value': 'NEU', 'type': 'DISAGREEMENT'}",Ahora parece mas probable el gran acuerdo político: hasta cuatro pactos se ofrecieron. Q no se malogre las buenas intenciones!
Lissavetzky_M,2011-12-20T08:49:57,"{'value': 'N', 'type': 'AGREEMENT'}",Se necesita sangre de los grupos 0- y AB- en los hospitales madrileños http://t.co/fP4dxdmT
sonsolesonega,2011-12-20T09:06:03,"{'value': 'NONE', 'type': 'AGREEMENT'}","Interviene ya Josu Erkoreka, del PNV, en la última sesión del debate de investidura."
Ignacos,2011-12-20T09:06:42,"{'value': 'NONE', 'type': 'AGREEMENT'}",Sentado en el Pleno escuchando ya al portavoz del PNV.
PalomaCervilla,2011-12-20T09:11:28,"{'value': 'NONE', 'type': 'AGREEMENT'}",Comienza la segunda jornada de la sesión de investidura de Rajoy
mariviromero,2011-12-20T09:21:40,"{'value': 'NONE', 'type': 'AGREEMENT'}",Profesores 2.0 de lengua de signos http://t.co/5tTBakZC via @elmundoes
sonsolesonega,2011-12-20T09:22:51,"[{'value': 'NEU', 'type': 'DISAGREEMENT'}, {'entity': 'PNV', 'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'Erkoreka', 'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'ETA', 'value': 'N', 'type': 'AGREEMENT'}]","Erkoreka (PNV) pide a Rajoy que no gestione el fin de ETA imponiendo mayorías absolutas, sino labrando consensos."
Tonicanto1,2011-12-20T09:22:55,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'N', 'type': 'AGREEMENT'}]",Rosa10 pone en duda la transparencia de Rajoy por la ausencia de concreciones http://t.co/1Yz0sZsp
sonsolesonega,2011-12-20T09:29:51,"[{'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'Erkoreka', 'value': 'NEU', 'type': 'AGREEMENT'}]","Erkoreka pide a Rajoy política penitenciaria +abierta, +flexible, que contribuya a normalizar situación presos. #investidura"
Tonicanto1,2011-12-20T09:31:19,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Jose_Erkoreka', 'value': 'P', 'type': 'AGREEMENT'}]",Muy refranero..;-) RT @EndikaAmpudia @Tonicanto1 como estas viendo a Josu Erkoreka?
PalomaCervilla,2011-12-20T09:31:50,"{'value': 'NONE', 'type': 'AGREEMENT'}","Rajoy habla con Alfonso Alonso, ¿Sobre su respuesta a Erkoreka del tema ETA?"
maria_rey,2011-12-20T09:42:04,"[{'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': '@maria_rey', 'value': 'NEU', 'type': 'AGREEMENT'}]","“@anaromeropinto: @maria_rey Vives en el Congreso??”yo creo que no, pero mis hijos dicen que sí..."
Carlos_Latre,2011-12-20T09:43:20,"{'value': 'NONE', 'type': 'AGREEMENT'}",20 d diciembre!!;))) jo parece q fue ayer...19 d diciembre!!
carlosecue,2011-12-20T09:48:23,"[{'value': 'NEU', 'type': 'DISAGREEMENT'}, {'entity': 'Cjo_Europ', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'P', 'type': 'AGREEMENT'}]","Rajoy dice que el Cjo Europ del día 9 hubo ""mucho palo, pero es un palo en el que yo creo, es verdad que me hubiera gustado mas zanahoria"""
Federicoquevedo,2011-12-20T09:49:57,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'P+', 'type': 'AGREEMENT'}]","Sinceridad y mano tendida de Rajoy y trabajo, mucho trabajo, para sus seño... - Dos Palabras http://t.co/lm8DdzHt vía @elconfidencial"
sanchez_sonia,2011-12-20T09:54:41,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'P', 'type': 'AGREEMENT'}]","Rajoy sobre #ETA: ""Espero que podamos arreglar definitivamente este asunto"". Asegura q se atendrá a la ""legalidad"" #investidura"
Tonicanto1,2011-12-20T09:59:18,"{'value': 'NONE', 'type': 'AGREEMENT'}","El cortejo de Rajoy con CiU y PNV prosigue...acaba de decir que está a favor del ""hecho diferencial"""
Buenafuente,2011-12-20T10:00:32,"{'value': 'NONE', 'type': 'AGREEMENT'}",??????“@macsmartinez: Que en filosofía te pongan a @Berto_Romero y @Buenafuente para introducir a freud #notieneprecio”
carmenmorodo,2011-12-20T10:10:44,"[{'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'PNV', 'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'ETA', 'value': 'NEU', 'type': 'AGREEMENT'}]",El PNV le pide a Rajoy una política penitenciaria más flexible con ETA
RodolfoIrago,2011-12-20T10:17:18,"{'value': 'N+', 'type': 'AGREEMENT'}","Agotado tras leer el peloteo a Rajoy en el kiosco.Es como Roosevelt dicen unos, palabra de Rajoy resaltan otros, sus 10 mandamientos..."
PaulaVazquezTV,2011-12-20T10:18:01,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'APP', 'value': 'P+', 'type': 'AGREEMENT'}]","Todavía me estoy riendo con lo de la APP de icuenca.... leed  la explicación de la app, es genial!!! no hace falta q la descarguéis"
sonsolesonega,2011-12-20T10:25:41,"[{'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'Ángel', 'value': 'NEU', 'type': 'AGREEMENT'}]",El Padre Ángel sigue el debate de #investidura desde tribuna de invitados. Ayer no lo vimos.
maria_rey,2011-12-20T10:29:48,"{'value': 'NONE', 'type': 'AGREEMENT'}","#investidurarajoy comienzan las intervenciones del Grupo Mixto. Sube como portavoz de Amaiur, iñaki Antigüedad."
carlosecue,2011-12-20T10:36:34,"{'value': 'NEU', 'type': 'DISAGREEMENT'}","Antigüedad a Rajoy: ""si quiere pasar a la historia como estadista algo tendrá que decir sobre el voto de Amaiur"". El, incomodo, mira ..."
carlosecue,2011-12-20T10:38:55,"{'value': 'N', 'type': 'AGREEMENT'}",Rajoy lee todo tipo de cosas mientras habla Amaiur. De vez en cuando levanta la cabeza y mira a Antigüedad. Muy poco. Gesto muy claro.
pedroj_ramirez,2011-12-20T10:46:05,"[{'value': 'NEU', 'type': 'DISAGREEMENT'}, {'entity': 'Antiguedad', 'value': 'NEU', 'type': 'DISAGREEMENT'}, {'entity': 'Batasuna', 'value': 'NEU', 'type': 'DISAGREEMENT'}]","Antiguedad, fiel a su nombre (conflicto político, presos, derecho a decidir...)  pero más aseado y correcto que la Batasuna de antaño."
carmenmorodo,2011-12-20T10:47:44,"{'value': 'NONE', 'type': 'AGREEMENT'}",Rajoy decide no contestar personalmente a Amaiur: responderá en bloque al Grupo Mixto. Los diputados se van...
maria_rey,2011-12-20T10:59:50,"{'value': 'P', 'type': 'AGREEMENT'}","Ramón Jauregui se acerca a los escaños de Amaiur, saludo al portavoz. #investidurarajoy"
sonsolesonega,2011-12-20T11:01:15,"{'value': 'NONE', 'type': 'AGREEMENT'}","Antigüedad se lleva un café al escaño para seguir intervención de Ana Oramas, en este momento. Rajoy contestará en bloque a todo el G.Mixto"
mariviromero,2011-12-20T11:07:56,"{'value': 'NONE', 'type': 'AGREEMENT'}",Alguien conoce alguna app para Ipad q edite fotos y pueda introducir texto en la foto?
GLlamazares,2011-12-20T11:24:19,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'UPN', 'value': 'P+', 'type': 'AGREEMENT'}]","UPN reivindica el orgullo de ser españoles, sin complejos. Me ha sonado a Aznar"
lazaroelmundo,2011-12-20T11:32:03,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'ETA', 'value': 'N', 'type': 'AGREEMENT'}]",Rajoy dice que el paso que esperamos todos los españoles es que ETA anuncie su disolución irreversible
carlosecue,2011-12-20T11:34:04,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'PP', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Antigüedad', 'value': 'N', 'type': 'AGREEMENT'}]","Rajoy a Antigüedad: ""Yo a usted no le debo absolutamente nada"". Aplausos cerrados de los escaños del PP. ""Muy bien"", dicen los diputados"
mjguemes,2011-12-20T11:37:03,"[{'value': 'NEU', 'type': 'DISAGREEMENT'}, {'entity': 'Rajoy', 'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Iñaki_Antigüedad', 'value': 'N', 'type': 'AGREEMENT'}]","Rajoy a Iñaki Antigüedad (Amaiur): ""Yo a usted no le debo nada"""
javiercasqueiro,2011-12-20T11:41:40,"[{'value': 'N', 'type': 'DISAGREEMENT'}, {'entity': 'Rajoy', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Amaiur', 'value': 'N', 'type': 'AGREEMENT'}]",El tono duro y sin concesiones de la réplica de Rajoy a Amaiur anuncia cómo encarará esa relación. Será lógico pero a lo peor no ...
anabelenroy_tve,2011-12-20T11:43:25,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Pola_de_Lena', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Asturias', 'value': 'N', 'type': 'AGREEMENT'}]",Buscan a una niña de 13 años desaparecida en Pola de Lena (Asturias) - http://t.co/OMbySqPb
sanchez_sonia,2011-12-20T11:48:32,"{'value': 'NEU', 'type': 'AGREEMENT'}","Cuando #ZP salga del Congreso, tras #investidura Rajoy, recogerá sus papeles en La Moncloa y esta noche dormirá ya en su nueva casa"
Joss682008,2011-12-20T11:59:17,"[{'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'CiU', 'value': 'N+', 'type': 'AGREEMENT'}]","CiU votara en contra de Rajoy porque aunque hay coincidencia en lo economico , el pacto fiscal y las competencias bloquean esa posibilidad."
sonsolesonega,2011-12-20T12:05:12,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Antigüedad', 'value': 'N', 'type': 'AGREEMENT'}]","""Estamos condenados a entendernos, cada uno con sus identidades y sus obsesiones"", dice antigüedad a Rajoy. #investidura"
mgilguerrero,2011-12-20T12:07:28,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Amaiur', 'value': 'N', 'type': 'AGREEMENT'}]",Curioso. Al de Amaiur no le han aplaudido ni los suyos
maria_rey,2011-12-20T12:07:58,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Amaiur', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Antigüedad', 'value': 'N', 'type': 'AGREEMENT'}]","#Amaiur, Antigüedad insiste a Rajoy que están condenados a entenderse: ""vamos _ perseverar..como si hace falta atornillarse a la mesa"""
carlosecue,2011-12-20T12:22:26,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Amaiur', 'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'ETA', 'value': 'N', 'type': 'AGREEMENT'}]","Rajoy a Amaiur: ""El tema es muy serio. La vida y los derechos hum. Cumpliré la ley. Le pido que sea perseverante para que ETA se disuelva"""
GLlamazares,2011-12-20T12:29:20,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'N', 'type': 'AGREEMENT'}]","Rajoy dice no al relanzamiento económico, no a los impuestos a ricos, no a la reforma electoral y sí  a los recortes y ajustes."
mariviromero,2011-12-20T12:47:19,"[{'value': 'N', 'type': 'DISAGREEMENT'}, {'entity': '@AlfonsoAlonsoPP', 'value': 'N', 'type': 'DISAGREEMENT'}]",No puedo evitar emocionarme al escuchar a @AlfonsoAlonsoPP hablar de las victimas del terrorismo... el sabe lo q es luchar x la libertad
sonsolesonega,2011-12-20T12:51:51,"{'value': 'NONE', 'type': 'AGREEMENT'}","Rajoy hace un gesto a Jesús Posada para advertirle de que va a utilizar el turno de palabra tras intervención de su portavoz, Alfonso Alonso"
sonsolesonega,2011-12-20T12:54:08,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'ETA', 'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'Alfonso_Alonso', 'value': 'N', 'type': 'AGREEMENT'}]","Alfonso Alonso reprocha a antigüedad que no haya condenado a ETA desde la tribuna del parlamento. ""Debemos ser especialmente exigentes""."
mgilguerrero,2011-12-20T12:54:38,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Zapatero', 'value': 'N', 'type': 'AGREEMENT'}]","Cuenta atrás para la era Zapatero. En unos minutos, ex presidente"
jesusmarana,2011-12-20T12:55:41,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'PP', 'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'ETA', 'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'Amaiur', 'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'P', 'type': 'AGREEMENT'}]",Que Amaiur esté haciendo propuestas políticas en el Congreso y Rajoy y el PP respondan es un éxito democrático sobre ETA. #investidura
