0,1,2,3,4
35941,"Burhanpur,",Tripura,,
35942,"Bhusawal,",Punjab,,
35946,"Kolkata,",Meghalaya,22.51432,88.395585
35949,"Bareilly,",Goa,,
35950,"Jamalpur,",Tripura,,
35954,"Jamnagar,",Uttarakhand,,
35956,"Rourkela,",Haryana,,
35958,"Sasaram,",Karnataka,,
35960,"Siliguri,",Goa,,
35961,"Visakhapatnam,",Jharkhand,,
35962,"Singrauli,",Rajasthan,,
35963,"Amritsar,",Gujarat,,
35964,"Saharsa,",Haryana,,
35966,"Serampore,",Uttarakhand,,
35967,"Pimpri-Chinchwad,",Manipur,,
35968,"Bhopal,",Odisha,,
35969,"Chittoor,",Mizoram,,
35970,"Unnao,",Kerala,,
35971,"Pali,",Haryana,28.338174,76.136341
35972,"Rewa,",Nagaland,,
35974,"Raichur,",Chhattisgarh,,
35975,"Rourkela,",Odisha,22.253999,84.857752
35976,"Dehri,",Mizoram,,
35978,"Dehri,",Kerala,,
35980,"Tiruppur,",Meghalaya,,
35982,"Jalgaon,",Maharashtra,20.842883,75.526125
35983,"Jhansi,",Uttarakhand,,
35984,"Agartala,",Telangana,,
35985,"Bhavnagar,",Mizoram,,
35986,"Satna,",Uttarakhand,,
35987,"Phusro,",Telangana,,
35991,"Tezpur,",Karnataka,,
35992,"Haldia,",Maharashtra,,
35993,"Mahbubnagar,",Nagaland,,
35994,"Srikakulam,",Uttarakhand,,
35995,"Hazaribagh,",Odisha,,
35996,"Aligarh,",Mizoram,,
35998,"Tiruvottiyur,",Bihar,,
36000,"Jorhat,",Chhattisgarh,,
36002,"Loni,",Chhattisgarh,,
36003,"Durgapur,",Goa,,
36005,"Phagwara,",Nagaland,,
36006,"Giridih,",Punjab,,
36008,"Bathinda,",Punjab,30.206791,74.94637
36009,"Bettiah,",Gujarat,,
36010,"Nagpur,",Kerala,,
36011,"Hapur,",Uttarakhand,,
36013,"Darbhanga,",Rajasthan,,
36014,"Satna,",Karnataka,,
36015,"Bulandshahr,",Manipur,,
36016,"Proddatur,",Jharkhand,,
36017,"Arrah,",Gujarat,,
36019,"Nagaon,",Gujarat,,
36020,"Ghaziabad,",Meghalaya,,
36022,"Singrauli,",Jharkhand,,
36023,"Bidar,",Uttarakhand,,
36024,"Gurgaon,",Tripura,,
36026,"Bettiah,",Sikkim,,
36027,"Kharagpur,",Odisha,21.866278,84.025889
36028,"Aurangabad,",Meghalaya,,
36029,"Hosur,",Sikkim,,
36030,"Patna,",Assam,,
36031,"Rourkela,",Assam,,
36035,"Ambarnath,",Odisha,,
36037,"Begusarai,",Mizoram,,
36038,"Jaunpur,",Gujarat,,
36039,"Hazaribagh,",Nagaland,,
36042,"Sikar,",Telangana,,
36043,"Katihar,",Uttarakhand,,
36044,"Ramagundam,",Goa,,
36045,"Akola,",Punjab,,
36046,"Nagaon,",Mizoram,,
36047,"Mathura,",Uttarakhand,29.20236,79.512829
36048,"Agartala,",Gujarat,,
36049,"Jamnagar,",Tripura,,
36052,"Morbi,",Uttarakhand,,
36054,"Serampore,",Odisha,,
36055,"Mumbai,",Karnataka,12.912117,77.647134
36056,"Sambalpur,",Nagaland,,
36057,"Nagercoil,",Jharkhand,,
36058,"Bharatpur,",Uttarakhand,29.358239,79.547882
36061,"Rohtak,",Gujarat,,
36063,"Surat,",Karnataka,,
36065,"Farrukhabad,",Odisha,,
36067,"Secunderabad,",Mizoram,,
36068,"Pallavaram,",Mizoram,,
36069,"Jalandhar,",Bihar,,
36070,"Erode,",Rajasthan,,
36071,"Tadipatri,",Goa,,
36073,"Motihari,",Maharashtra,,
36074,"Lucknow,",Maharashtra,19.101914,72.827224
36075,"Ratlam,",Bihar,,
36076,"Bareilly,",Haryana,,
36077,"Ballia,",Chhattisgarh,,
36078,"Sirsa,",Goa,,
36079,"Bhiwani,",Odisha,,
36080,"Amroha,",Rajasthan,,
36081,"Imphal,",Nagaland,24.815652,93.940588
36082,"Nagercoil,",Karnataka,,
36083,"Katni,",Meghalaya,,
36084,"Indore,",Rajasthan,,
36085,"Giridih,",Manipur,,
36086,"Akola,",Manipur,,
36089,"Pondicherry,",Assam,,
36090,"Secunderabad,",Uttarakhand,,
36092,"Giridih,",Sikkim,,
36093,"Adoni,",Tripura,,
36095,"Jalna,",Meghalaya,,
36096,"Nanded,",Bihar,,
36098,"Ambala,",Sikkim,,
36099,"Serampore,",Karnataka,,
36100,"Bokaro,",Karnataka,,
36101,"Udupi,",Telangana,17.441294,78.391314
36102,"Gorakhpur,",Manipur,,
36103,"Berhampur,",Meghalaya,,
36108,"Bhavnagar,",Assam,,
36109,"Kavali,",Nagaland,,
36111,"Ghaziabad,",Goa,,
36112,"Gandhidham,",Gujarat,23.071874,70.131715
36113,"Ujjain,",Jharkhand,,
36114,"Tiruvottiyur,",Nagaland,,
36115,"Bhilwara,",Tripura,,
36116,"Dewas,",Chhattisgarh,,
36117,"Tinsukia,",Rajasthan,,
36119,"Mangalore,",Haryana,,
36121,"Mangalore,",Nagaland,,
36122,"Bardhaman,",Meghalaya,,
36124,"Sikar,",Gujarat,,
36126,"Ulhasnagar,",Haryana,,
36127,"Pudukkottai,",Haryana,,
36128,"Kavali,",Karnataka,,
36129,"Mira-Bhayandar,",Telangana,,
36130,"Vijayanagaram,",Bihar,,
36133,"Satna,",Meghalaya,,
36135,"Sasaram,",Telangana,,
36136,"Kottayam,",Gujarat,,
36137,"Chandigarh,",Rajasthan,27.611727,76.837424
36138,"Parbhani,",Uttarakhand,,
36139,"Vijayawada,",Haryana,,
36140,"Delhi,",Meghalaya,28.557451,77.159434
36141,"Ramagundam,",Sikkim,,
36142,"Dindigul,",Tripura,,
36143,"Bettiah,",Chhattisgarh,,
36145,"Motihari,",Meghalaya,,
36146,"Shahjahanpur,",Goa,,
36147,"Eluru,",Karnataka,,
36149,"Avadi,",Nagaland,,
36150,"Jabalpur,",Gujarat,22.633438,70.737372
36151,"Bhiwandi,",Uttarakhand,,
36152,"Gurgaon,",Gujarat,,
36153,"Dibrugarh,",Nagaland,,
36154,"Medininagar,",Mizoram,,
36155,"Kakinada,",Maharashtra,,
36157,"Aurangabad,",Jharkhand,,
36158,"Cuttack,",Goa,,
36159,"Nagercoil,",Chhattisgarh,,
36162,"Ahmedabad,",Karnataka,,
36164,"Purnia,",Maharashtra,,
36165,"Khammam,",Mizoram,,
36166,"Kozhikode,",Assam,,
36167,"Gudivada,",Jharkhand,,
36168,"Ambala,",Chhattisgarh,,
36171,"Malegaon,",Jharkhand,,
36172,"Hajipur,",Gujarat,23.864806,72.19206
36173,"Sikar,",Punjab,27.465952,75.082035
36175,"Saharsa,",Telangana,,
36176,"Chandrapur,",Karnataka,,
36178,"Shivpuri,",Tripura,,
36179,"Tenali,",Punjab,16.239081,80.637127
36181,"Hyderabad,",Rajasthan,,
36182,"Vadodara,",Sikkim,,
36183,"Rajahmundry,",Odisha,,
36184,"Aurangabad,",Odisha,,
36186,"Etawah,",Punjab,,
36187,"Kulti,",Sikkim,,
36188,"Motihari,",Bihar,26.669512,84.957411
36191,"Tiruppur,",Uttarakhand,,
36192,"Gurgaon,",Mizoram,,
36193,"Giridih,",Bihar,,
36195,"Bulandshahr,",Jharkhand,,
36196,"Rewa,",Gujarat,,
36198,"Patiala,",Sikkim,,
36200,"Bhiwani,",Manipur,,
36201,"Ajmer,",Rajasthan,26.4691,74.639
36203,"Solapur,",Tripura,,
36204,"Mathura,",Maharashtra,19.530823,78.004357
36205,"Thiruvananthapuram,",Telangana,,
36206,"Rourkela,",Maharashtra,,
36208,"Sagar,",Telangana,16.67222,79.366356
36210,"Bahraich,",Assam,,
36213,"Muzaffarnagar,",Maharashtra,,
36216,"Ahmednagar,",Kerala,,
36217,"Kota,",Goa,25.124036,75.854061
36220,"Meerut,",Mizoram,,
36223,"Jaipur,",Uttarakhand,29.122923,79.686885
36224,"Loni,",Karnataka,17.311568,75.770332
36226,"Solapur,",Kerala,,
36227,"Chapra,",Maharashtra,,
36228,"Jodhpur,",Gujarat,23.016927,72.520432
36229,"Kurnool,",Manipur,,
36232,"Sambhal,",Haryana,,
36233,"Silchar,",Tripura,,
36234,"Tiruvottiyur,",Telangana,,
36235,"Hyderabad,",Manipur,,
36236,"Hazaribagh,",Telangana,,
36238,"Srikakulam,",Bihar,,
36239,"Uluberia,",Odisha,,
36240,"Rewa,",Meghalaya,,
36241,"Jehanabad,",Meghalaya,,
36242,"Akola,",Chhattisgarh,,
36243,"Alwar,",Bihar,,
36244,"Khandwa,",Kerala,,
36245,"Satara,",Kerala,8.486973,76.95168
36246,"Alappuzha,",Kerala,9.498,76.333482
36247,"Muzaffarnagar,",Kerala,,
36248,"Ajmer,",Rajasthan,26.4691,74.639
36249,"Kolhapur,",Tripura,,
36251,"Ludhiana,",Assam,,
36252,"Proddatur,",Kerala,,
36253,"Indore,",Gujarat,22.698421,75.865161
36255,"Suryapet,",Tripura,,
36256,"Gorakhpur,",Gujarat,,
36258,"Chandigarh,",Bihar,,
36260,"Warangal,",Telangana,17.982064,79.597095
36261,"Siliguri,",Karnataka,26.729476,88.430693
36262,"Rohtak,",Goa,,
36264,"Imphal,",Karnataka,,
36265,"Bilaspur,",Goa,,
36267,"Asansol,",Manipur,,
36268,"Kumbakonam,",Mizoram,,
36270,"Loni,",Tripura,,
36271,"Amroha,",Sikkim,,
36272,"Baranagar,",Kerala,,
36274,"Bareilly,",Bihar,,
36275,"Imphal,",Karnataka,,
36276,"Bijapur,",Chhattisgarh,18.793568,80.815939
36277,"Medininagar,",Telangana,,
36278,"Thoothukudi,",Karnataka,,
36280,"Barasat,",Chhattisgarh,,
36281,"Muzaffarpur,",Maharashtra,20.808765,77.232914
36283,"Nanded,",Sikkim,,
36285,"Tirunelveli,",Assam,,
36286,"Satna,",Assam,,
36287,"Anand,",Haryana,30.686541,76.853388
36288,"Noida,",Jharkhand,,
36290,"Bidhannagar,",Jharkhand,,
36291,"Sirsa,",Odisha,22.233946,86.654567
36292,"Kulti,",Nagaland,,
36293,"Hosur,",Punjab,,
36294,"Bhilai,",Tripura,,
36295,"Anantapur,",Kerala,14.669695,77.59394
36296,"Arrah,",Kerala,,
36298,"Akola,",Manipur,,
36301,"Bhilai,",Assam,,
36302,"Madanapalle,",Mizoram,,
36304,"Chennai,",Meghalaya,,
36305,"Indore,",Manipur,,
36309,"Mango,",Mizoram,,
36311,"Panihati,",Sikkim,,
36312,"Akola,",Mizoram,,
36313,"Chandigarh,",Kerala,,
36315,"Bokaro,",Meghalaya,,
36316,"Burhanpur,",Kerala,,
36317,"Vijayanagaram,",Chhattisgarh,,
36318,"Jalna,",Manipur,,
36319,"Saharsa,",Odisha,,
36320,"Bikaner,",Telangana,17.457881,78.373236
36321,"Vadodara,",Rajasthan,25.162276,76.08102
36324,"Gudivada,",Chhattisgarh,,
36325,"Jalandhar,",Mizoram,,
36326,"Chittoor,",Manipur,,
36327,"Ongole,",Assam,,
36328,"Tenali,",Meghalaya,,
36329,"Solapur,",Karnataka,12.891005,74.888232
36330,"Shahjahanpur,",Haryana,,
36332,"Tiruppur,",Assam,,
36333,"Delhi,",Jharkhand,28.667926,77.282183
36335,"Tiruchirappalli,",Odisha,,
36336,"Madanapalle,",Tripura,,
36337,"Junagadh,",Maharashtra,,
36340,"Dehradun,",Maharashtra,,
36343,"Warangal,",Karnataka,,
36344,"Bhiwani,",Meghalaya,,
36345,"Agra,",Punjab,27.219982,77.934397
36346,"Parbhani,",Telangana,,
36349,"Meerut,",Kerala,,
36351,"Mehsana,",Assam,,
36352,"Moradabad,",Haryana,29.158377,79.150263
36353,"Mahbubnagar,",Assam,,
36355,"Darbhanga,",Rajasthan,,
36356,"Jamnagar,",Rajasthan,29.610651,74.385384
36358,"Avadi,",Gujarat,,
36359,"Muzaffarpur,",Odisha,,
36360,"Aizawl,",Meghalaya,,
36361,"Rourkela,",Sikkim,,
36362,"Mathura,",Odisha,,
36365,"Hindupur,",Gujarat,,
36366,"Karnal,",Meghalaya,,
36367,"Rajahmundry,",Assam,,
36368,"Kozhikode,",Jharkhand,,
36369,"Serampore,",Telangana,,
36371,"Udaipur,",Telangana,,
36373,"Srikakulam,",Goa,,
36374,"Tiruppur,",Mizoram,,
36376,"Patna,",Odisha,21.630159,85.894977
36378,"Bhiwandi,",Sikkim,,
36379,"Tenali,",Haryana,,
36380,"Guwahati,",Uttarakhand,,
36381,"Gangtok,",Jharkhand,,
36382,"Phusro,",Kerala,,
36383,"Aizawl,",Kerala,,
36385,"Siwan,",Manipur,,
36387,"Gandhinagar,",Gujarat,23.223288,72.649227
36388,"Jorhat,",Assam,26.757793,94.207965
36389,"Berhampur,",Jharkhand,,
36391,"Srikakulam,",Meghalaya,,
36392,"Rajkot,",Mizoram,,
36393,"Bally,",Karnataka,13.070847,77.590346
36394,"Nagercoil,",Meghalaya,,
36396,"Surat,",Maharashtra,21.175169,75.698279
36397,"Agartala,",Chhattisgarh,,
36399,"Chapra,",Tripura,,
36401,"Danapur,",Kerala,,
36402,"Saharanpur,",Sikkim,,
36403,"Karnal,",Uttarakhand,,
36404,"Visakhapatnam,",Maharashtra,,
36405,"Phagwara,",Punjab,31.220673,75.769646
36406,"Tirunelveli,",Kerala,10.519794,76.235218
36407,"Satara,",Bihar,26.000803,87.509191
36408,"Raebareli,",Nagaland,,
36409,"Satara,",Telangana,17.419367,78.448219
36410,"Medininagar,",Odisha,,
36411,"Berhampur,",Goa,,
36412,"Ramagundam,",Gujarat,,
36413,"Noida,",Karnataka,,
36414,"Raebareli,",Kerala,,
36415,"Mahbubnagar,",Odisha,,
36416,"Nanded,",Haryana,,
36417,"Kollam,",Bihar,,
36418,"Ballia,",Kerala,,
36419,"Anantapur,",Manipur,,
36420,"Mau,",Rajasthan,25.061829,74.082291
36422,"Sasaram,",Gujarat,,
36423,"Surat,",Maharashtra,21.175169,75.698279
36425,"Vijayawada,",Assam,,
36426,"Ambattur,",Jharkhand,,
36427,"Tadipatri,",Goa,,
36430,"Anand,",Sikkim,27.231731,88.497854
36431,"Ranchi,",Mizoram,,
36432,"Muzaffarnagar,",Kerala,,
36433,"Srinagar,",Uttarakhand,30.200584,78.836323
36435,"Bulandshahr,",Punjab,28.206415,78.256876
36437,"Tezpur,",Gujarat,,
36438,"Jalgaon,",Rajasthan,,
36439,"Burhanpur,",Rajasthan,,
36440,"Thoothukudi,",Jharkhand,,
36441,"Tirupati,",Chhattisgarh,,
36442,"Kharagpur,",Jharkhand,,
36443,"Vijayanagaram,",Sikkim,,
36444,"Bidar,",Kerala,,
36447,"Hyderabad,",Chhattisgarh,,
36451,"Ramagundam,",Maharashtra,,
36456,"Nashik,",Haryana,,
36457,"Guna,",Punjab,,
36458,"Kishanganj,",Bihar,25.671855,86.922096
36459,"Malda,",Goa,,
36460,"Bidar,",Mizoram,,
36461,"Hajipur,",Gujarat,23.864806,72.19206
36462,"Karimnagar,",Jharkhand,,
36463,"Etawah,",Assam,,
36464,"Dehri,",Gujarat,,
36465,"Panvel,",Sikkim,,
36466,"Sambalpur,",Bihar,,
36468,"Medininagar,",Manipur,,
36470,"Mango,",Nagaland,,
36471,"Kadapa,",Kerala,14.472807,78.822527
36472,"Kishanganj,",Bihar,25.671855,86.922096
36474,"Bettiah,",Telangana,,
36476,"Dibrugarh,",Jharkhand,,
36477,"Jalna,",Odisha,,
36478,"Nadiad,",Gujarat,22.689553,72.87136
36479,"Chittoor,",Chhattisgarh,,
36480,"Arrah,",Nagaland,,
36481,"Ramagundam,",Uttarakhand,,
36482,"Karnal,",Gujarat,,
36484,"Jorhat,",Assam,26.757793,94.207965
36486,"Buxar,",Uttarakhand,,
36487,"Gangtok,",Nagaland,,
36488,"Guwahati,",Meghalaya,25.65033,91.879893
36490,"Barasat,",Mizoram,,
36493,"Shahjahanpur,",Uttarakhand,,
36494,"Mira-Bhayandar,",Odisha,,
36496,"Jamalpur,",Odisha,21.747909,87.217894
36497,"Bikaner,",Gujarat,23.168434,72.817067
36498,"Nanded,",Karnataka,,
36501,"Gurgaon,",Odisha,,
36503,"Parbhani,",Odisha,,
36504,"Morena,",Goa,,
36505,"Delhi,",Meghalaya,28.557451,77.159434
36506,"Ahmedabad,",Maharashtra,20.226604,72.906937
36507,"Bhubaneswar,",Maharashtra,,
36508,"Kanpur,",Haryana,,
36509,"Bhubaneswar,",Assam,26.165352,91.747057
36510,"Bhopal,",Gujarat,,
36511,"Raiganj,",Tripura,,
36513,"Vellore,",Goa,,
36514,"Pondicherry,",Punjab,11.937378,79.822233
36515,"Amravati,",Assam,20.932671,77.754673
36516,"Udaipur,",Kerala,,
36519,"Chennai,",Kerala,10.512692,76.259171
36520,"Thanjavur,",Kerala,,
36522,"Pudukkottai,",Bihar,,
36523,"Muzaffarpur,",Jharkhand,,
36526,"Ramgarh,",Punjab,30.449636,76.823101
36527,"Pali,",Karnataka,,
36528,"Sambalpur,",Goa,,
36530,"Bidar,",Jharkhand,,
36531,"Jammu,",Uttarakhand,,
36532,"Junagadh,",Nagaland,,
36533,"Dehradun,",Odisha,,
36534,"Tezpur,",Manipur,,
36535,"Silchar,",Bihar,,
36537,"Vijayawada,",Meghalaya,,
36538,"Ludhiana,",Nagaland,,
36539,"Hapur,",Rajasthan,,
36540,"Rajahmundry,",Chhattisgarh,,
36541,"Bhatpara,",Nagaland,,
36542,"Khammam,",Maharashtra,,
36543,"Imphal,",Mizoram,,
36547,"Hajipur,",Kerala,,
36548,"Ramgarh,",Odisha,,
36549,"Dewas,",Tripura,,
36550,"Katni,",Punjab,,
36551,"Hospet,",Gujarat,,
36552,"Panihati,",Goa,,
36555,"Warangal,",Gujarat,,
36556,"Mehsana,",Sikkim,,
36559,"Bidhannagar,",Rajasthan,,
36562,"Hapur,",Bihar,,
36563,"Cuttack,",Manipur,,
36564,"Gwalior,",Chhattisgarh,,
36565,"Patna,",Punjab,30.881465,75.85848
36566,"Hindupur,",Kerala,,
36567,"Shimoga,",Meghalaya,,
36569,"Hospet,",Chhattisgarh,,
36571,"Aligarh,",Goa,,
36572,"Dhule,",Punjab,,
36573,"Kolkata,",Odisha,21.3403,86.759516
36575,"Mysore,",Punjab,12.313593,76.614811
36578,"Bongaigaon,",Nagaland,,
36579,"Chandrapur,",Assam,26.212318,91.896207
36581,"Nagaon,",Kerala,,
36582,"Shahjahanpur,",Mizoram,,
36584,"Chittoor,",Bihar,,
36585,"Shimla,",Maharashtra,18.958067,72.802503
36586,"Baranagar,",Karnataka,,
36588,"Bongaigaon,",Assam,26.412377,90.571498
36589,"Bharatpur,",Manipur,,
36590,"Erode,",Uttarakhand,,
36591,"Gandhidham,",Goa,,
36592,"Nashik,",Rajasthan,,
36594,"Ajmer,",Assam,,
36595,"Sirsa,",Sikkim,,
36597,"Avadi,",Tripura,,
36600,"Firozabad,",Odisha,,
36601,"Udupi,",Mizoram,,
36602,"Durgapur,",Bihar,25.886523,87.532625
36603,"Surat,",Gujarat,21.209489,72.831706
36604,"Vasai-Virar,",Gujarat,,
36605,"Mango,",Nagaland,,
36606,"Sagar,",Manipur,,
36608,"Aligarh,",Kerala,10.923423,76.24276
36609,"Loni,",Bihar,,
36610,"Munger,",Jharkhand,,
36611,"Satna,",Rajasthan,,
36612,"Pallavaram,",Gujarat,,
36613,"Karimnagar,",Assam,,
36614,"Fatehpur,",Chhattisgarh,,
36615,"Visakhapatnam,",Gujarat,,
36617,"Medininagar,",Assam,,
36618,"Jodhpur,",Punjab,30.388425,76.911421
36619,"Ramgarh,",Bihar,25.304013,83.680844
36622,"Thane,",Uttarakhand,,
36623,"Pudukkottai,",Maharashtra,,
36625,"Kanpur,",Telangana,,
36627,"Jaipur,",Uttarakhand,29.122923,79.686885
36628,"Bhusawal,",Bihar,,
36629,"Kulti,",Odisha,,
36630,"Purnia,",Assam,,
36631,"Ambarnath,",Telangana,,
36632,"Satna,",Karnataka,,
36633,"Satara,",Maharashtra,17.636129,74.298278
36635,"Allahabad,",Sikkim,,
36636,"Raiganj,",Maharashtra,,
36637,"Durg,",Mizoram,,
36638,"Purnia,",Bihar,26.0,87.5
36639,"Pudukkottai,",Odisha,,
36640,"Alwar,",Meghalaya,,
36641,"Dindigul,",Sikkim,,
36643,"Firozabad,",Kerala,,
36644,"Jaipur,",Mizoram,,
36646,"Chapra,",Bihar,25.773344,84.784977
36648,"Dibrugarh,",Bihar,,
36649,"Amritsar,",Assam,,
36650,"Warangal,",Manipur,,
36651,"Tumkur,",Telangana,17.308857,77.735327
36652,"Mango,",Uttarakhand,30.125949,78.331014
36654,"Durg,",Assam,,
36658,"Warangal,",Rajasthan,,
36659,"Kota,",Odisha,20.759128,85.250671
36660,"Gangtok,",Odisha,,
36661,"Gopalpur,",Gujarat,,
36662,"Proddatur,",Sikkim,,
36664,"Begusarai,",Jharkhand,,
36665,"Secunderabad,",Punjab,,
36666,"Satna,",Odisha,,
36667,"Darbhanga,",Maharashtra,,
36668,"Khammam,",Assam,,
36670,"Surat,",Bihar,24.8826,67.047375
36671,"Mysore,",Punjab,12.313593,76.614811
36672,"Kamarhati,",Maharashtra,,
36673,"Ramgarh,",Meghalaya,,
36674,"Guna,",Mizoram,,
36675,"Pondicherry,",Mizoram,,
36676,"Kolhapur,",Uttarakhand,,
36678,"Unnao,",Rajasthan,,
36679,"Korba,",Kerala,,
36680,"Thoothukudi,",Goa,,
36681,"Bharatpur,",Manipur,,
36682,"Hyderabad,",Rajasthan,,
36683,"Tinsukia,",Sikkim,,
36684,"Latur,",Manipur,,
36685,"Anantapur,",Uttarakhand,,
36686,"Bally,",Mizoram,,
36687,"Malda,",Telangana,,
36689,"Purnia,",Haryana,,
36690,"Anand,",Meghalaya,,
36692,"Jammu,",Mizoram,,
36693,"Muzaffarnagar,",Nagaland,,
36695,"Surat,",Rajasthan,25.269148,74.253631
36700,"Sirsa,",Odisha,22.233946,86.654567
36701,"Jodhpur,",Meghalaya,,
36702,"Bidhannagar,",Telangana,,
36705,"Saharsa,",Bihar,26.0,86.75
36706,"Ambattur,",Rajasthan,,
36707,"Imphal,",Goa,,
36709,"Katihar,",Rajasthan,,
36710,"Kalyan-Dombivli,",Jharkhand,,
36711,"Lucknow,",Maharashtra,19.101914,72.827224
36712,"Meerut,",Mizoram,,
36715,"Hindupur,",Gujarat,,
36716,"Ongole,",Assam,,
36717,"Mumbai,",Nagaland,,
36720,"Meerut,",Kerala,,
36721,"Sikar,",Chhattisgarh,,
36724,"Gwalior,",Bihar,,
36726,"Dehradun,",Karnataka,,
36727,"Motihari,",Odisha,,
36728,"Bulandshahr,",Sikkim,,
36729,"Ludhiana,",Odisha,,
36730,"Mirzapur,",Punjab,30.901194,76.729245
36733,"Miryalaguda,",Chhattisgarh,,
36735,"Bhubaneswar,",Uttarakhand,,
36736,"Khammam,",Tripura,,
36738,"Tirupati,",Nagaland,,
36739,"Burhanpur,",Haryana,,
36742,"Pudukkottai,",Uttarakhand,,
36743,"Durgapur,",Mizoram,,
36747,"Srikakulam,",Bihar,,
36748,"Kakinada,",Punjab,,
36750,"Buxar,",Jharkhand,,
36754,"Jorhat,",Assam,26.757793,94.207965
36755,"Bareilly,",Mizoram,,
36756,"Siwan,",Rajasthan,,
36758,"Madanapalle,",Kerala,,
36759,"Thanjavur,",Mizoram,,
36760,"Bhopal,",Maharashtra,,
36762,"Varanasi,",Nagaland,,
36765,"Farrukhabad,",Odisha,,
36766,"Sambalpur,",Gujarat,,
36767,"Guwahati,",Maharashtra,,
36768,"Phusro,",Punjab,,
36769,"Danapur,",Rajasthan,,
36770,"Cuttack,",Rajasthan,,
36771,"Rewa,",Bihar,24.794312,81.301986
36772,"Aligarh,",Uttarakhand,,
36773,"Bhilwara,",Mizoram,,
36776,"Kolkata,",Meghalaya,22.51432,88.395585
36777,"Solapur,",Maharashtra,17.849907,75.27632
36778,"Satna,",Punjab,,
36780,"Jammu,",Sikkim,,
36781,"Latur,",Mizoram,,
36783,"Dehri,",Uttarakhand,,
36784,"Madanapalle,",Nagaland,,
36785,"Ramagundam,",Uttarakhand,,
36786,"Patna,",Telangana,,
36787,"Amaravati,",Gujarat,,
36788,"Ambarnath,",Odisha,,
36789,"Nagaon,",Bihar,,
36792,"Varanasi,",Odisha,,
36793,"Kakinada,",Punjab,,
36794,"Etawah,",Haryana,,
36795,"Malegaon,",Nagaland,,
36797,"Guntakal,",Manipur,,
36798,"Durgapur,",Haryana,,
36799,"Guntur,",Kerala,,
36801,"Kulti,",Kerala,,
36802,"Dharmavaram,",Manipur,,
36803,"Etawah,",Assam,,
36805,"Udaipur,",Rajasthan,24.578721,73.686257
36806,"Nellore,",Kerala,,
36810,"Vadodara,",Punjab,22.303773,73.204141
36811,"Uluberia,",Karnataka,,
36812,"Kurnool,",Haryana,15.832187,78.045267
36813,"Hyderabad,",Kerala,8.491056,76.956172
36814,"Siwan,",Bihar,26.263247,84.32255
36816,"Sambhal,",Odisha,,
36817,"Pallavaram,",Uttarakhand,,
36818,"Mangalore,",Manipur,,
36819,"Bharatpur,",Haryana,,
36822,"Maheshtala,",Sikkim,,
36823,"Malda,",Telangana,,
36824,"Erode,",Telangana,,
36825,"Hazaribagh,",Goa,,
36826,"Mumbai,",Tripura,,
36827,"Bettiah,",Maharashtra,,
36829,"Jamalpur,",Chhattisgarh,,
36830,"Karaikudi,",Chhattisgarh,,
36831,"Surat,",Meghalaya,,
36832,"Morena,",Punjab,,
36833,"Chandrapur,",Jharkhand,,
36834,"Parbhani,",Kerala,,
36836,"Bhind,",Haryana,,
36837,"Solapur,",Maharashtra,17.849907,75.27632
36838,"Bellary,",Meghalaya,,
36840,"Singrauli,",Telangana,,
36841,"Ichalkaranji,",Sikkim,,
36842,"Sambalpur,",Karnataka,,
36843,"Meerut,",Meghalaya,,
36844,"Akola,",Kerala,,
36845,"Ambarnath,",Maharashtra,19.143557,73.297041
36847,"Dindigul,",Sikkim,,
36849,"Saharanpur,",Goa,,
36850,"Malda,",Uttarakhand,30.291487,78.583757
36852,"Mango,",Telangana,17.419476,78.448221
36854,"Belgaum,",Manipur,,
36855,"Shimoga,",Assam,,
36856,"Farrukhabad,",Jharkhand,,
36857,"Siliguri,",Haryana,,
36859,"Mumbai,",Chhattisgarh,,
36860,"Rajahmundry,",Rajasthan,,
36861,"Jaipur,",Goa,15.497775,73.827049
36862,"Warangal,",Manipur,,
36863,"Ramgarh,",Telangana,,
36866,"Nagpur,",Gujarat,,
36868,"Vadodara,",Manipur,,
36870,"Thrissur,",Punjab,10.506024,76.276659
36872,"Mau,",Nagaland,,
36873,"Bally,",Kerala,,
36874,"Aurangabad,",Nagaland,,
36875,"Rohtak,",Chhattisgarh,,
36876,"Bhilwara,",Chhattisgarh,,
36877,"Sikar,",Kerala,,
36878,"Nandyal,",Jharkhand,,
36879,"Anand,",Nagaland,,
36882,"Dibrugarh,",Kerala,,
36883,"Meerut,",Goa,,
36884,"Panipat,",Meghalaya,,
36885,"Nizamabad,",Gujarat,,
36886,"Moradabad,",Bihar,,
36889,"Raipur,",Assam,,
36890,"Panihati,",Assam,,
36891,"Ozhukarai,",Mizoram,,
36892,"Latur,",Chhattisgarh,,
36893,"Bikaner,",Bihar,,
36894,"Rajkot,",Telangana,,
36895,"Amravati,",Karnataka,,
36896,"Kanpur,",Jharkhand,,
36898,"Bhiwani,",Assam,,
36899,"Kalyan-Dombivli,",Manipur,,
36900,"Ichalkaranji,",Goa,,
36901,"Panipat,",Assam,29.329509,76.985534
36904,"Tadipatri,",Uttarakhand,,
36905,"Adoni,",Telangana,,
36906,"Howrah,",Assam,,
36908,"Meerut,",Rajasthan,28.987702,77.727394
36909,"Korba,",Goa,,
36911,"Ramagundam,",Manipur,,
36913,"Unnao,",Kerala,,
36914,"Mira-Bhayandar,",Chhattisgarh,,
