,id_img,paths,label
1174,15233,data\train\happy\15233.jpg,happy
1175,15239,data\train\happy\15239.jpg,happy
1176,1524,data\train\happy\1524.jpg,happy
1177,15240,data\train\happy\15240.jpg,happy
1178,15247,data\train\happy\15247.jpg,happy
1179,1525,data\train\happy\1525.jpg,happy
1180,15256,data\train\happy\15256.jpg,happy
1181,15258,data\train\happy\15258.jpg,happy
1182,15264,data\train\happy\15264.jpg,happy
1183,15266,data\train\happy\15266.jpg,happy
1184,1527,data\train\happy\1527.jpg,happy
1185,15270,data\train\happy\15270.jpg,happy
1186,15284,data\train\happy\15284.jpg,happy
1187,15291,data\train\happy\15291.jpg,happy
1188,15298,data\train\happy\15298.jpg,happy
1189,15299,data\train\happy\15299.jpg,happy
1190,153,data\train\happy\153.jpg,happy
1191,15300,data\train\happy\15300.jpg,happy
1192,15304,data\train\happy\15304.jpg,happy
1193,15319,data\train\happy\15319.jpg,happy
1194,15322,data\train\happy\15322.jpg,happy
1195,15328,data\train\happy\15328.jpg,happy
1196,15329,data\train\happy\15329.jpg,happy
1197,15338,data\train\happy\15338.jpg,happy
1198,15339,data\train\happy\15339.jpg,happy
1199,15348,data\train\happy\15348.jpg,happy
1200,15356,data\train\happy\15356.jpg,happy
1201,15357,data\train\happy\15357.jpg,happy
1202,15364,data\train\happy\15364.jpg,happy
1203,1537,data\train\happy\1537.jpg,happy
1204,15370,data\train\happy\15370.jpg,happy
1205,15379,data\train\happy\15379.jpg,happy
1206,15382,data\train\happy\15382.jpg,happy
1207,15384,data\train\happy\15384.jpg,happy
1208,15389,data\train\happy\15389.jpg,happy
1209,1539,data\train\happy\1539.jpg,happy
1210,15392,data\train\happy\15392.jpg,happy
1211,15394,data\train\happy\15394.jpg,happy
1212,15398,data\train\happy\15398.jpg,happy
1213,1540,data\train\happy\1540.jpg,happy
1214,15402,data\train\happy\15402.jpg,happy
1215,15403,data\train\happy\15403.jpg,happy
1216,15406,data\train\happy\15406.jpg,happy
1217,1541,data\train\happy\1541.jpg,happy
1218,15412,data\train\happy\15412.jpg,happy
1219,15417,data\train\happy\15417.jpg,happy
1220,15419,data\train\happy\15419.jpg,happy
1221,15420,data\train\happy\15420.jpg,happy
1222,15422,data\train\happy\15422.jpg,happy
1223,15423,data\train\happy\15423.jpg,happy
1224,15427,data\train\happy\15427.jpg,happy
1225,1543,data\train\happy\1543.jpg,happy
1226,15434,data\train\happy\15434.jpg,happy
1227,15442,data\train\happy\15442.jpg,happy
1228,15448,data\train\happy\15448.jpg,happy
1229,1545,data\train\happy\1545.jpg,happy
1230,15450,data\train\happy\15450.jpg,happy
1231,15451,data\train\happy\15451.jpg,happy
1232,15460,data\train\happy\15460.jpg,happy
1233,15463,data\train\happy\15463.jpg,happy
1234,15466,data\train\happy\15466.jpg,happy
1235,1547,data\train\happy\1547.jpg,happy
1236,15475,data\train\happy\15475.jpg,happy
1237,15476,data\train\happy\15476.jpg,happy
1238,15477,data\train\happy\15477.jpg,happy
1239,1548,data\train\happy\1548.jpg,happy
1240,15495,data\train\happy\15495.jpg,happy
1241,15497,data\train\happy\15497.jpg,happy
1242,15498,data\train\happy\15498.jpg,happy
1243,1550,data\train\happy\1550.jpg,happy
1244,15504,data\train\happy\15504.jpg,happy
1245,15506,data\train\happy\15506.jpg,happy
1246,15507,data\train\happy\15507.jpg,happy
1247,15508,data\train\happy\15508.jpg,happy
1248,15510,data\train\happy\15510.jpg,happy
1249,15512,data\train\happy\15512.jpg,happy
1250,15515,data\train\happy\15515.jpg,happy
1251,15516,data\train\happy\15516.jpg,happy
1252,15517,data\train\happy\15517.jpg,happy
1253,15521,data\train\happy\15521.jpg,happy
1254,15525,data\train\happy\15525.jpg,happy
1255,15540,data\train\happy\15540.jpg,happy
1256,15541,data\train\happy\15541.jpg,happy
1257,15543,data\train\happy\15543.jpg,happy
1258,15546,data\train\happy\15546.jpg,happy
1259,15548,data\train\happy\15548.jpg,happy
1260,15549,data\train\happy\15549.jpg,happy
1261,15550,data\train\happy\15550.jpg,happy
1262,15555,data\train\happy\15555.jpg,happy
1263,15558,data\train\happy\15558.jpg,happy
1264,15560,data\train\happy\15560.jpg,happy
1265,15561,data\train\happy\15561.jpg,happy
1266,15566,data\train\happy\15566.jpg,happy
1267,15567,data\train\happy\15567.jpg,happy
1268,15579,data\train\happy\15579.jpg,happy
1269,15581,data\train\happy\15581.jpg,happy
1270,15582,data\train\happy\15582.jpg,happy
1271,15583,data\train\happy\15583.jpg,happy
1272,15590,data\train\happy\15590.jpg,happy
1273,15599,data\train\happy\15599.jpg,happy
1274,156,data\train\happy\156.jpg,happy
1275,15600,data\train\happy\15600.jpg,happy
1276,15604,data\train\happy\15604.jpg,happy
1277,15624,data\train\happy\15624.jpg,happy
1278,15626,data\train\happy\15626.jpg,happy
1279,15627,data\train\happy\15627.jpg,happy
1280,15631,data\train\happy\15631.jpg,happy
1281,15632,data\train\happy\15632.jpg,happy
1282,15633,data\train\happy\15633.jpg,happy
1283,15636,data\train\happy\15636.jpg,happy
1284,15645,data\train\happy\15645.jpg,happy
1285,15646,data\train\happy\15646.jpg,happy
1286,15648,data\train\happy\15648.jpg,happy
1287,15653,data\train\happy\15653.jpg,happy
1288,15660,data\train\happy\15660.jpg,happy
1289,15664,data\train\happy\15664.jpg,happy
1290,15665,data\train\happy\15665.jpg,happy
1291,15667,data\train\happy\15667.jpg,happy
1292,15674,data\train\happy\15674.jpg,happy
1293,15679,data\train\happy\15679.jpg,happy
1294,1568,data\train\happy\1568.jpg,happy
1295,15682,data\train\happy\15682.jpg,happy
1296,15685,data\train\happy\15685.jpg,happy
1297,15690,data\train\happy\15690.jpg,happy
1298,15693,data\train\happy\15693.jpg,happy
1299,15695,data\train\happy\15695.jpg,happy
1300,1570,data\train\happy\1570.jpg,happy
1301,15704,data\train\happy\15704.jpg,happy
1302,15705,data\train\happy\15705.jpg,happy
1303,15707,data\train\happy\15707.jpg,happy
1304,15710,data\train\happy\15710.jpg,happy
1305,15711,data\train\happy\15711.jpg,happy
1306,15728,data\train\happy\15728.jpg,happy
1307,15730,data\train\happy\15730.jpg,happy
1308,15733,data\train\happy\15733.jpg,happy
1309,15744,data\train\happy\15744.jpg,happy
1310,15748,data\train\happy\15748.jpg,happy
1311,15762,data\train\happy\15762.jpg,happy
1312,15765,data\train\happy\15765.jpg,happy
1313,15775,data\train\happy\15775.jpg,happy
1314,15776,data\train\happy\15776.jpg,happy
1315,15781,data\train\happy\15781.jpg,happy
1316,15782,data\train\happy\15782.jpg,happy
1317,15786,data\train\happy\15786.jpg,happy
1318,15787,data\train\happy\15787.jpg,happy
1319,15789,data\train\happy\15789.jpg,happy
1320,1579,data\train\happy\1579.jpg,happy
1321,15792,data\train\happy\15792.jpg,happy
1322,15799,data\train\happy\15799.jpg,happy
1323,15801,data\train\happy\15801.jpg,happy
1324,15803,data\train\happy\15803.jpg,happy
1325,1581,data\train\happy\1581.jpg,happy
1326,15810,data\train\happy\15810.jpg,happy
1327,15812,data\train\happy\15812.jpg,happy
1328,15817,data\train\happy\15817.jpg,happy
1329,15818,data\train\happy\15818.jpg,happy
1330,15822,data\train\happy\15822.jpg,happy
1331,15832,data\train\happy\15832.jpg,happy
1332,15838,data\train\happy\15838.jpg,happy
1333,1585,data\train\happy\1585.jpg,happy
1334,15851,data\train\happy\15851.jpg,happy
1335,15852,data\train\happy\15852.jpg,happy
1336,15853,data\train\happy\15853.jpg,happy
1337,15855,data\train\happy\15855.jpg,happy
1338,15857,data\train\happy\15857.jpg,happy
1339,15865,data\train\happy\15865.jpg,happy
1340,15866,data\train\happy\15866.jpg,happy
1341,15872,data\train\happy\15872.jpg,happy
1342,15873,data\train\happy\15873.jpg,happy
1343,15874,data\train\happy\15874.jpg,happy
1344,15877,data\train\happy\15877.jpg,happy
1345,15879,data\train\happy\15879.jpg,happy
1346,15883,data\train\happy\15883.jpg,happy
1347,15884,data\train\happy\15884.jpg,happy
1348,15891,data\train\happy\15891.jpg,happy
1349,15892,data\train\happy\15892.jpg,happy
1350,15899,data\train\happy\15899.jpg,happy
1351,15908,data\train\happy\15908.jpg,happy
1352,1591,data\train\happy\1591.jpg,happy
1353,15927,data\train\happy\15927.jpg,happy
1354,15930,data\train\happy\15930.jpg,happy
1355,15938,data\train\happy\15938.jpg,happy
1356,15939,data\train\happy\15939.jpg,happy
1357,15947,data\train\happy\15947.jpg,happy
1358,15948,data\train\happy\15948.jpg,happy
1359,15958,data\train\happy\15958.jpg,happy
1360,15968,data\train\happy\15968.jpg,happy
1361,15972,data\train\happy\15972.jpg,happy
1362,15992,data\train\happy\15992.jpg,happy
1363,15993,data\train\happy\15993.jpg,happy
1364,15995,data\train\happy\15995.jpg,happy
1365,16,data\train\happy\16.jpg,happy
1366,1600,data\train\happy\1600.jpg,happy
1367,16001,data\train\happy\16001.jpg,happy
1368,16004,data\train\happy\16004.jpg,happy
1369,16007,data\train\happy\16007.jpg,happy
1370,16008,data\train\happy\16008.jpg,happy
1371,16015,data\train\happy\16015.jpg,happy
1372,16025,data\train\happy\16025.jpg,happy
1373,16029,data\train\happy\16029.jpg,happy
1374,1603,data\train\happy\1603.jpg,happy
1375,16035,data\train\happy\16035.jpg,happy
1376,16040,data\train\happy\16040.jpg,happy
1377,16048,data\train\happy\16048.jpg,happy
1378,16055,data\train\happy\16055.jpg,happy
1379,16058,data\train\happy\16058.jpg,happy
1380,16067,data\train\happy\16067.jpg,happy
1381,16072,data\train\happy\16072.jpg,happy
1382,16078,data\train\happy\16078.jpg,happy
1383,16079,data\train\happy\16079.jpg,happy
1384,16082,data\train\happy\16082.jpg,happy
1385,16086,data\train\happy\16086.jpg,happy
1386,16088,data\train\happy\16088.jpg,happy
1387,16100,data\train\happy\16100.jpg,happy
1388,16115,data\train\happy\16115.jpg,happy
1389,16116,data\train\happy\16116.jpg,happy
1390,16117,data\train\happy\16117.jpg,happy
1391,16126,data\train\happy\16126.jpg,happy
1392,16129,data\train\happy\16129.jpg,happy
1393,1613,data\train\happy\1613.jpg,happy
1394,16131,data\train\happy\16131.jpg,happy
1395,16135,data\train\happy\16135.jpg,happy
1396,16138,data\train\happy\16138.jpg,happy
1397,16140,data\train\happy\16140.jpg,happy
1398,16147,data\train\happy\16147.jpg,happy
1399,16148,data\train\happy\16148.jpg,happy
1400,16150,data\train\happy\16150.jpg,happy
1401,16154,data\train\happy\16154.jpg,happy
1402,16157,data\train\happy\16157.jpg,happy
1403,1616,data\train\happy\1616.jpg,happy
1404,16160,data\train\happy\16160.jpg,happy
1405,16170,data\train\happy\16170.jpg,happy
1406,16171,data\train\happy\16171.jpg,happy
1407,16184,data\train\happy\16184.jpg,happy
1408,16187,data\train\happy\16187.jpg,happy
1409,162,data\train\happy\162.jpg,happy
1410,16200,data\train\happy\16200.jpg,happy
1411,16203,data\train\happy\16203.jpg,happy
1412,16210,data\train\happy\16210.jpg,happy
1413,1622,data\train\happy\1622.jpg,happy
1414,16220,data\train\happy\16220.jpg,happy
1415,16221,data\train\happy\16221.jpg,happy
1416,16227,data\train\happy\16227.jpg,happy
1417,1623,data\train\happy\1623.jpg,happy
1418,16230,data\train\happy\16230.jpg,happy
1419,16231,data\train\happy\16231.jpg,happy
1420,16235,data\train\happy\16235.jpg,happy
1421,16239,data\train\happy\16239.jpg,happy
1422,1625,data\train\happy\1625.jpg,happy
1423,16251,data\train\happy\16251.jpg,happy
1424,16255,data\train\happy\16255.jpg,happy
1425,16262,data\train\happy\16262.jpg,happy
1426,16269,data\train\happy\16269.jpg,happy
1427,1627,data\train\happy\1627.jpg,happy
1428,16272,data\train\happy\16272.jpg,happy
1429,16276,data\train\happy\16276.jpg,happy
1430,16279,data\train\happy\16279.jpg,happy
1431,1630,data\train\happy\1630.jpg,happy
1432,16300,data\train\happy\16300.jpg,happy
1433,16302,data\train\happy\16302.jpg,happy
1434,16303,data\train\happy\16303.jpg,happy
1435,16311,data\train\happy\16311.jpg,happy
1436,16327,data\train\happy\16327.jpg,happy
1437,16334,data\train\happy\16334.jpg,happy
1438,16335,data\train\happy\16335.jpg,happy
1439,16336,data\train\happy\16336.jpg,happy
1440,16342,data\train\happy\16342.jpg,happy
1441,16347,data\train\happy\16347.jpg,happy
1442,16348,data\train\happy\16348.jpg,happy
1443,16352,data\train\happy\16352.jpg,happy
1444,16362,data\train\happy\16362.jpg,happy
1445,16371,data\train\happy\16371.jpg,happy
1446,16372,data\train\happy\16372.jpg,happy
1447,16390,data\train\happy\16390.jpg,happy
1448,16391,data\train\happy\16391.jpg,happy
1449,16393,data\train\happy\16393.jpg,happy
1450,16401,data\train\happy\16401.jpg,happy
1451,16411,data\train\happy\16411.jpg,happy
1452,1642,data\train\happy\1642.jpg,happy
1453,16420,data\train\happy\16420.jpg,happy
1454,16421,data\train\happy\16421.jpg,happy
1455,16426,data\train\happy\16426.jpg,happy
1456,1643,data\train\happy\1643.jpg,happy
1457,16432,data\train\happy\16432.jpg,happy
1458,16434,data\train\happy\16434.jpg,happy
1459,16436,data\train\happy\16436.jpg,happy
1460,16438,data\train\happy\16438.jpg,happy
1461,1644,data\train\happy\1644.jpg,happy
1462,16442,data\train\happy\16442.jpg,happy
1463,16447,data\train\happy\16447.jpg,happy
1464,16449,data\train\happy\16449.jpg,happy
1465,16455,data\train\happy\16455.jpg,happy
1466,16458,data\train\happy\16458.jpg,happy
1467,16459,data\train\happy\16459.jpg,happy
1468,16462,data\train\happy\16462.jpg,happy
1469,16482,data\train\happy\16482.jpg,happy
1470,16488,data\train\happy\16488.jpg,happy
1471,16491,data\train\happy\16491.jpg,happy
1472,16492,data\train\happy\16492.jpg,happy
1473,16495,data\train\happy\16495.jpg,happy
1474,16496,data\train\happy\16496.jpg,happy
1475,165,data\train\happy\165.jpg,happy
1476,16505,data\train\happy\16505.jpg,happy
1477,16519,data\train\happy\16519.jpg,happy
1478,16521,data\train\happy\16521.jpg,happy
1479,16532,data\train\happy\16532.jpg,happy
1480,16540,data\train\happy\16540.jpg,happy
1481,16541,data\train\happy\16541.jpg,happy
1482,16542,data\train\happy\16542.jpg,happy
1483,16546,data\train\happy\16546.jpg,happy
1484,1655,data\train\happy\1655.jpg,happy
1485,16551,data\train\happy\16551.jpg,happy
1486,16552,data\train\happy\16552.jpg,happy
1487,16561,data\train\happy\16561.jpg,happy
1488,16563,data\train\happy\16563.jpg,happy
1489,16567,data\train\happy\16567.jpg,happy
1490,16573,data\train\happy\16573.jpg,happy
1491,16581,data\train\happy\16581.jpg,happy
1492,16595,data\train\happy\16595.jpg,happy
1493,16597,data\train\happy\16597.jpg,happy
1494,16614,data\train\happy\16614.jpg,happy
1495,16615,data\train\happy\16615.jpg,happy
1496,1662,data\train\happy\1662.jpg,happy
1497,16621,data\train\happy\16621.jpg,happy
1498,16625,data\train\happy\16625.jpg,happy
1499,16629,data\train\happy\16629.jpg,happy
1500,16636,data\train\happy\16636.jpg,happy
1501,1664,data\train\happy\1664.jpg,happy
1502,16650,data\train\happy\16650.jpg,happy
1503,16656,data\train\happy\16656.jpg,happy
1504,16658,data\train\happy\16658.jpg,happy
1505,16660,data\train\happy\16660.jpg,happy
1506,16661,data\train\happy\16661.jpg,happy
1507,16664,data\train\happy\16664.jpg,happy
1508,16665,data\train\happy\16665.jpg,happy
1509,16676,data\train\happy\16676.jpg,happy
1510,16678,data\train\happy\16678.jpg,happy
1511,16679,data\train\happy\16679.jpg,happy
1512,16684,data\train\happy\16684.jpg,happy
1513,16686,data\train\happy\16686.jpg,happy
1514,16688,data\train\happy\16688.jpg,happy
1515,16693,data\train\happy\16693.jpg,happy
1516,16697,data\train\happy\16697.jpg,happy
1517,16703,data\train\happy\16703.jpg,happy
1518,16704,data\train\happy\16704.jpg,happy
1519,16715,data\train\happy\16715.jpg,happy
1520,16720,data\train\happy\16720.jpg,happy
1521,16724,data\train\happy\16724.jpg,happy
1522,1673,data\train\happy\1673.jpg,happy
1523,16730,data\train\happy\16730.jpg,happy
1524,16731,data\train\happy\16731.jpg,happy
1525,16749,data\train\happy\16749.jpg,happy
1526,1676,data\train\happy\1676.jpg,happy
1527,16760,data\train\happy\16760.jpg,happy
1528,16762,data\train\happy\16762.jpg,happy
1529,16766,data\train\happy\16766.jpg,happy
1530,16767,data\train\happy\16767.jpg,happy
1531,16769,data\train\happy\16769.jpg,happy
1532,1677,data\train\happy\1677.jpg,happy
1533,16779,data\train\happy\16779.jpg,happy
1534,16780,data\train\happy\16780.jpg,happy
1535,16782,data\train\happy\16782.jpg,happy
1536,1679,data\train\happy\1679.jpg,happy
1537,16791,data\train\happy\16791.jpg,happy
1538,16794,data\train\happy\16794.jpg,happy
1539,1680,data\train\happy\1680.jpg,happy
1540,16808,data\train\happy\16808.jpg,happy
1541,16810,data\train\happy\16810.jpg,happy
1542,16816,data\train\happy\16816.jpg,happy
1543,1682,data\train\happy\1682.jpg,happy
1544,16827,data\train\happy\16827.jpg,happy
1545,16832,data\train\happy\16832.jpg,happy
1546,16834,data\train\happy\16834.jpg,happy
1547,16835,data\train\happy\16835.jpg,happy
1548,16836,data\train\happy\16836.jpg,happy
1549,1684,data\train\happy\1684.jpg,happy
1550,16843,data\train\happy\16843.jpg,happy
1551,16849,data\train\happy\16849.jpg,happy
1552,16853,data\train\happy\16853.jpg,happy
1553,16854,data\train\happy\16854.jpg,happy
1554,16857,data\train\happy\16857.jpg,happy
1555,16864,data\train\happy\16864.jpg,happy
1556,16868,data\train\happy\16868.jpg,happy
1557,1687,data\train\happy\1687.jpg,happy
1558,16876,data\train\happy\16876.jpg,happy
1559,16878,data\train\happy\16878.jpg,happy
1560,16883,data\train\happy\16883.jpg,happy
1561,1689,data\train\happy\1689.jpg,happy
1562,16891,data\train\happy\16891.jpg,happy
1563,16896,data\train\happy\16896.jpg,happy
1564,1690,data\train\happy\1690.jpg,happy
1565,16906,data\train\happy\16906.jpg,happy
1566,16908,data\train\happy\16908.jpg,happy
1567,16914,data\train\happy\16914.jpg,happy
1568,16920,data\train\happy\16920.jpg,happy
1569,16922,data\train\happy\16922.jpg,happy
1570,16925,data\train\happy\16925.jpg,happy
1571,16934,data\train\happy\16934.jpg,happy
1572,16935,data\train\happy\16935.jpg,happy
1573,16937,data\train\happy\16937.jpg,happy
1574,16944,data\train\happy\16944.jpg,happy
1575,16951,data\train\happy\16951.jpg,happy
1576,16957,data\train\happy\16957.jpg,happy
1577,1696,data\train\happy\1696.jpg,happy
1578,16960,data\train\happy\16960.jpg,happy
1579,16965,data\train\happy\16965.jpg,happy
1580,16966,data\train\happy\16966.jpg,happy
1581,1697,data\train\happy\1697.jpg,happy
1582,16975,data\train\happy\16975.jpg,happy
1583,16978,data\train\happy\16978.jpg,happy
1584,1698,data\train\happy\1698.jpg,happy
1585,16982,data\train\happy\16982.jpg,happy
1586,16988,data\train\happy\16988.jpg,happy
1587,16991,data\train\happy\16991.jpg,happy
1588,16992,data\train\happy\16992.jpg,happy
1589,16994,data\train\happy\16994.jpg,happy
1590,17001,data\train\happy\17001.jpg,happy
1591,17008,data\train\happy\17008.jpg,happy
1592,17029,data\train\happy\17029.jpg,happy
1593,17030,data\train\happy\17030.jpg,happy
1594,17031,data\train\happy\17031.jpg,happy
1595,17034,data\train\happy\17034.jpg,happy
1596,17035,data\train\happy\17035.jpg,happy
1597,17037,data\train\happy\17037.jpg,happy
1598,17040,data\train\happy\17040.jpg,happy
1599,17045,data\train\happy\17045.jpg,happy
1600,17047,data\train\happy\17047.jpg,happy
1601,17048,data\train\happy\17048.jpg,happy
1602,17067,data\train\happy\17067.jpg,happy
1603,17071,data\train\happy\17071.jpg,happy
1604,17072,data\train\happy\17072.jpg,happy
1605,17078,data\train\happy\17078.jpg,happy
1606,17079,data\train\happy\17079.jpg,happy
1607,1708,data\train\happy\1708.jpg,happy
1608,17080,data\train\happy\17080.jpg,happy
1609,17086,data\train\happy\17086.jpg,happy
1610,17089,data\train\happy\17089.jpg,happy
1611,17093,data\train\happy\17093.jpg,happy
1612,17115,data\train\happy\17115.jpg,happy
1613,17122,data\train\happy\17122.jpg,happy
1614,17125,data\train\happy\17125.jpg,happy
1615,17126,data\train\happy\17126.jpg,happy
1616,17141,data\train\happy\17141.jpg,happy
1617,17142,data\train\happy\17142.jpg,happy
1618,17144,data\train\happy\17144.jpg,happy
1619,17145,data\train\happy\17145.jpg,happy
1620,17147,data\train\happy\17147.jpg,happy
1621,17150,data\train\happy\17150.jpg,happy
1622,17168,data\train\happy\17168.jpg,happy
1623,17169,data\train\happy\17169.jpg,happy
1624,17171,data\train\happy\17171.jpg,happy
1625,17184,data\train\happy\17184.jpg,happy
1626,17187,data\train\happy\17187.jpg,happy
1627,17203,data\train\happy\17203.jpg,happy
1628,17208,data\train\happy\17208.jpg,happy
1629,17216,data\train\happy\17216.jpg,happy
1630,17219,data\train\happy\17219.jpg,happy
1631,17221,data\train\happy\17221.jpg,happy
1632,17224,data\train\happy\17224.jpg,happy
1633,17229,data\train\happy\17229.jpg,happy
1634,17234,data\train\happy\17234.jpg,happy
1635,17240,data\train\happy\17240.jpg,happy
1636,17241,data\train\happy\17241.jpg,happy
1637,17242,data\train\happy\17242.jpg,happy
1638,17250,data\train\happy\17250.jpg,happy
1639,17263,data\train\happy\17263.jpg,happy
1640,17264,data\train\happy\17264.jpg,happy
1641,17268,data\train\happy\17268.jpg,happy
1642,17278,data\train\happy\17278.jpg,happy
1643,17291,data\train\happy\17291.jpg,happy
1644,17300,data\train\happy\17300.jpg,happy
1645,17303,data\train\happy\17303.jpg,happy
1646,17305,data\train\happy\17305.jpg,happy
1647,1732,data\train\happy\1732.jpg,happy
1648,17320,data\train\happy\17320.jpg,happy
1649,17326,data\train\happy\17326.jpg,happy
1650,17333,data\train\happy\17333.jpg,happy
1651,17337,data\train\happy\17337.jpg,happy
1652,17339,data\train\happy\17339.jpg,happy
1653,17346,data\train\happy\17346.jpg,happy
1654,17351,data\train\happy\17351.jpg,happy
1655,17353,data\train\happy\17353.jpg,happy
1656,17372,data\train\happy\17372.jpg,happy
1657,17374,data\train\happy\17374.jpg,happy
1658,17376,data\train\happy\17376.jpg,happy
1659,17379,data\train\happy\17379.jpg,happy
1660,17380,data\train\happy\17380.jpg,happy
1661,17383,data\train\happy\17383.jpg,happy
1662,17386,data\train\happy\17386.jpg,happy
1663,17388,data\train\happy\17388.jpg,happy
1664,17389,data\train\happy\17389.jpg,happy
1665,1739,data\train\happy\1739.jpg,happy
1666,1740,data\train\happy\1740.jpg,happy
1667,17403,data\train\happy\17403.jpg,happy
1668,17406,data\train\happy\17406.jpg,happy
1669,17407,data\train\happy\17407.jpg,happy
1670,17414,data\train\happy\17414.jpg,happy
1671,17436,data\train\happy\17436.jpg,happy
1672,17455,data\train\happy\17455.jpg,happy
1673,17458,data\train\happy\17458.jpg,happy
1674,1746,data\train\happy\1746.jpg,happy
1675,17465,data\train\happy\17465.jpg,happy
1676,17469,data\train\happy\17469.jpg,happy
1677,17480,data\train\happy\17480.jpg,happy
1678,17481,data\train\happy\17481.jpg,happy
1679,17483,data\train\happy\17483.jpg,happy
1680,17487,data\train\happy\17487.jpg,happy
1681,17488,data\train\happy\17488.jpg,happy
1682,1749,data\train\happy\1749.jpg,happy
1683,17491,data\train\happy\17491.jpg,happy
1684,17507,data\train\happy\17507.jpg,happy
1685,17510,data\train\happy\17510.jpg,happy
1686,17525,data\train\happy\17525.jpg,happy
1687,17529,data\train\happy\17529.jpg,happy
1688,17530,data\train\happy\17530.jpg,happy
1689,17534,data\train\happy\17534.jpg,happy
1690,17535,data\train\happy\17535.jpg,happy
1691,17539,data\train\happy\17539.jpg,happy
1692,17542,data\train\happy\17542.jpg,happy
1693,17546,data\train\happy\17546.jpg,happy
1694,17547,data\train\happy\17547.jpg,happy
1695,1755,data\train\happy\1755.jpg,happy
1696,17551,data\train\happy\17551.jpg,happy
1697,17553,data\train\happy\17553.jpg,happy
1698,17554,data\train\happy\17554.jpg,happy
1699,17556,data\train\happy\17556.jpg,happy
1700,17557,data\train\happy\17557.jpg,happy
1701,17576,data\train\happy\17576.jpg,happy
1702,17579,data\train\happy\17579.jpg,happy
1703,17580,data\train\happy\17580.jpg,happy
1704,17588,data\train\happy\17588.jpg,happy
1705,17592,data\train\happy\17592.jpg,happy
1706,17595,data\train\happy\17595.jpg,happy
1707,1760,data\train\happy\1760.jpg,happy
1708,17604,data\train\happy\17604.jpg,happy
1709,17605,data\train\happy\17605.jpg,happy
1710,17608,data\train\happy\17608.jpg,happy
1711,17612,data\train\happy\17612.jpg,happy
1712,17617,data\train\happy\17617.jpg,happy
1713,1762,data\train\happy\1762.jpg,happy
1714,17620,data\train\happy\17620.jpg,happy
1715,17621,data\train\happy\17621.jpg,happy
1716,17623,data\train\happy\17623.jpg,happy
1717,1763,data\train\happy\1763.jpg,happy
1718,17636,data\train\happy\17636.jpg,happy
1719,17644,data\train\happy\17644.jpg,happy
1720,17648,data\train\happy\17648.jpg,happy
1721,17649,data\train\happy\17649.jpg,happy
1722,1765,data\train\happy\1765.jpg,happy
1723,17652,data\train\happy\17652.jpg,happy
1724,17655,data\train\happy\17655.jpg,happy
1725,17657,data\train\happy\17657.jpg,happy
1726,17661,data\train\happy\17661.jpg,happy
1727,17667,data\train\happy\17667.jpg,happy
1728,17670,data\train\happy\17670.jpg,happy
1729,17672,data\train\happy\17672.jpg,happy
1730,17673,data\train\happy\17673.jpg,happy
1731,17683,data\train\happy\17683.jpg,happy
1732,17687,data\train\happy\17687.jpg,happy
1733,17689,data\train\happy\17689.jpg,happy
1734,17690,data\train\happy\17690.jpg,happy
1735,17704,data\train\happy\17704.jpg,happy
1736,17711,data\train\happy\17711.jpg,happy
1737,17718,data\train\happy\17718.jpg,happy
1738,17720,data\train\happy\17720.jpg,happy
1739,17722,data\train\happy\17722.jpg,happy
1740,17725,data\train\happy\17725.jpg,happy
1741,17728,data\train\happy\17728.jpg,happy
1742,1773,data\train\happy\1773.jpg,happy
1743,17740,data\train\happy\17740.jpg,happy
1744,17741,data\train\happy\17741.jpg,happy
1745,17743,data\train\happy\17743.jpg,happy
1746,17747,data\train\happy\17747.jpg,happy
1747,1775,data\train\happy\1775.jpg,happy
1748,17753,data\train\happy\17753.jpg,happy
1749,17755,data\train\happy\17755.jpg,happy
1750,17770,data\train\happy\17770.jpg,happy
1751,17778,data\train\happy\17778.jpg,happy
1752,17779,data\train\happy\17779.jpg,happy
1753,17789,data\train\happy\17789.jpg,happy
1754,17803,data\train\happy\17803.jpg,happy
1755,17804,data\train\happy\17804.jpg,happy
1756,17805,data\train\happy\17805.jpg,happy
1757,1781,data\train\happy\1781.jpg,happy
1758,17814,data\train\happy\17814.jpg,happy
1759,17819,data\train\happy\17819.jpg,happy
1760,1782,data\train\happy\1782.jpg,happy
1761,17820,data\train\happy\17820.jpg,happy
1762,17827,data\train\happy\17827.jpg,happy
1763,17833,data\train\happy\17833.jpg,happy
1764,17847,data\train\happy\17847.jpg,happy
1765,1786,data\train\happy\1786.jpg,happy
1766,17866,data\train\happy\17866.jpg,happy
1767,17867,data\train\happy\17867.jpg,happy
1768,17871,data\train\happy\17871.jpg,happy
1769,17872,data\train\happy\17872.jpg,happy
1770,17876,data\train\happy\17876.jpg,happy
1771,17878,data\train\happy\17878.jpg,happy
1772,17880,data\train\happy\17880.jpg,happy
1773,17882,data\train\happy\17882.jpg,happy
1774,17885,data\train\happy\17885.jpg,happy
1775,1789,data\train\happy\1789.jpg,happy
1776,17897,data\train\happy\17897.jpg,happy
1777,17905,data\train\happy\17905.jpg,happy
1778,17907,data\train\happy\17907.jpg,happy
1779,17908,data\train\happy\17908.jpg,happy
1780,17911,data\train\happy\17911.jpg,happy
1781,17916,data\train\happy\17916.jpg,happy
