66.140.197.69, Longitud: 24.3868333, Latitud: 120.6785751
89.143.222.68, Longitud: 35.5618484, Latitud: 45.4657559
99.148.236.42, Longitud: 21.8794029, Latitud: -82.7938142
196.32.85.79, Longitud: 67.8144818, Latitud: 24.7925909
69.139.1.202, Longitud: 22.239862, Latitud: -83.5844789
46.155.97.131, Longitud: 60.0421895, Latitud: 5.2037254
39.167.122.124, Longitud: 4.9123301, Latitud: 114.8528878
154.172.169.146, Longitud: 21.067961, Latitud: 105.833932
96.79.242.107, Longitud: 25.0337518, Latitud: 121.4411104
130.233.158.84, Longitud: 55.2075385, Latitud: 14.9725255
212.164.70.235, Longitud: 60.1217049, Latitud: 19.9880988
46.160.161.37, Longitud: 59.649562, Latitud: 6.002167
18.138.176.141, Longitud: 65.9784945, Latitud: 12.5671521
71.199.255.97, Longitud: 46.2654177, Latitud: 4.1403595
64.116.62.88, Longitud: 24.9925427, Latitud: 121.5133058
103.171.21.127, Longitud: 10.7640685, Latitud: 106.6513182
53.43.49.187, Longitud: 48.2867642, Latitud: -0.9954832
36.255.119.70, Longitud: 35.5781169, Latitud: 45.389842
8.142.59.16, Longitud: 36.585338, Latitud: -90.79567
171.120.193.236, Longitud: 25.0815518, Latitud: 121.4598495
6.145.80.159, Longitud: 29.4875777, Latitud: 73.1040179
89.77.183.170, Longitud: 14.5435446, Latitud: 120.9995297
217.70.143.147, Longitud: 36.2163496, Latitud: 44.0025146
51.58.176.5, Longitud: 15.3371105, Latitud: 38.9366333
173.163.205.84, Longitud: -26.3884757, Latitud: -69.3751056
56.118.123.136, Longitud: 54.6922382, Latitud: 23.1454396
179.22.0.227, Longitud: 36.1870518, Latitud: 44.0377048
184.42.85.176, Longitud: 38.5117861, Latitud: 31.5655489
21.149.67.52, Longitud: 36.72794355, Latitud: 10.466227011339008
8.32.164.0, Longitud: 28.2147748, Latitud: 83.977905
142.36.40.166, Longitud: 35.5844142, Latitud: 45.4194577
154.9.202.105, Longitud: 35.58715, Latitud: 45.4106417
75.182.68.43, Longitud: 59.3082198, Latitud: 18.1188888
109.48.210.209, Longitud: 26.2653168, Latitud: 50.6179287
28.24.17.87, Longitud: -18.0474511, Latitud: -70.2518233
111.36.148.229, Longitud: 59.2805917, Latitud: 18.0371591
111.183.199.91, Longitud: 26.1910195, Latitud: 50.5478676
71.17.191.204, Longitud: 32.5599227, Latitud: 35.3539444
29.42.193.227, Longitud: 32.6877733, Latitud: 129.8271648
82.193.211.58, Longitud: 35.5699687, Latitud: 45.4519125
33.50.118.197, Longitud: 44.6974402, Latitud: -0.1519553
106.11.245.114, Longitud: 36.1910589, Latitud: 44.0026668
214.199.117.129, Longitud: 30.2645935, Latitud: -84.2757774
26.44.14.39, Longitud: 42.72132, Latitud: -83.1213623
207.137.208.70, Longitud: 36.1657778, Latitud: 43.9794949
69.9.203.55, Longitud: 48.7833566, Latitud: 10.1597308
221.152.18.210, Longitud: 36.2191242, Latitud: 44.0338292
87.149.87.19, Longitud: -21.875683000000002, Latitud: -60.0866723560016
141.43.223.187, Longitud: 10.8447575, Latitud: 106.6797781
72.179.36.23, Longitud: 48.1155735, Latitud: 0.3660471
56.89.206.68, Longitud: 36.1661069, Latitud: 43.9835808
31.172.98.7, Longitud: 60.2863995, Latitud: 25.1400425
192.11.139.113, Longitud: 30.9099313, Latitud: -86.9042355
146.111.105.78, Longitud: 36.3586469, Latitud: 43.1406544
219.93.164.196, Longitud: 36.2171157, Latitud: 44.0231118
86.17.233.82, Longitud: -11.8782142, Latitud: -77.0164471
217.22.68.201, Longitud: 12.4026897, Latitud: -1.5625762
157.202.94.38, Longitud: 34.0649055, Latitud: 132.9944935
110.236.76.252, Longitud: 25.0344695, Latitud: 121.5560138
179.186.20.61, Longitud: 34.7891017, Latitud: 10.520593
204.130.91.133, Longitud: 26.2314964, Latitud: 50.5792348
189.70.191.200, Longitud: 37.29324, Latitud: -87.135982
131.134.155.101, Longitud: 26.1857203, Latitud: 50.5457689
207.15.74.9, Longitud: 35.5635108, Latitud: 45.4487205
51.81.96.229, Longitud: 36.1683027, Latitud: 44.0329391
211.171.242.189, Longitud: 25.0762981, Latitud: 121.4326434
145.210.159.242, Longitud: 26.1856173, Latitud: 50.5446946
151.159.204.33, Longitud: 36.1712567, Latitud: 43.993594
117.111.126.188, Longitud: 35.40171, Latitud: -77.9850556
33.199.91.165, Longitud: 34.9878162, Latitud: 133.4569783
89.80.95.249, Longitud: 26.362569, Latitud: 126.715963
131.148.35.164, Longitud: 34.533372, Latitud: -79.556441
155.249.77.146, Longitud: 23.7089418, Latitud: 120.2006947
68.95.166.30, Longitud: 59.9078002, Latitud: 10.6289103
43.142.42.155, Longitud: 32.3870916, Latitud: 131.041816
53.165.139.190, Longitud: 53.3741075, Latitud: -6.2846211
213.215.112.46, Longitud: 33.3455771, Latitud: 44.3862301
60.109.46.218, Longitud: 35.574917, Latitud: 45.4636896
223.226.0.111, Longitud: 27.5735536, Latitud: 85.4917398
86.13.2.24, Longitud: 42.2732072, Latitud: 86.731723
174.8.86.173, Longitud: 64.6657852, Latitud: 24.4782915
26.146.130.54, Longitud: 35.5882018, Latitud: 45.3906728
84.231.239.104, Longitud: 23.1404269, Latitud: 120.4317394
215.24.134.138, Longitud: 35.5733886, Latitud: 45.4434278
18.85.20.48, Longitud: 41.0392899, Latitud: 73.04828689962716
131.77.171.245, Longitud: 52.1920955, Latitud: -1.3718487
34.249.87.26, Longitud: 60.8878866, Latitud: 10.6712852
201.11.93.40, Longitud: 35.555041, Latitud: 45.4371973
154.204.107.107, Longitud: 26.1866294, Latitud: 50.5459651
18.37.30.9, Longitud: 65.363142, Latitud: 12.17159
132.153.56.253, Longitud: 26.2301707, Latitud: 50.5783451
75.246.63.28, Longitud: 36.8873639, Latitud: 40.0335299
140.151.220.77, Longitud: 14.6180101, Latitud: 120.970819
57.43.213.137, Longitud: 49.2218728, Latitud: 6.0095822
2.169.192.41, Longitud: 10.8026792, Latitud: 106.7081769
70.137.82.87, Longitud: 57.8291063, Latitud: 26.5287334
49.194.177.66, Longitud: 47.1372687, Latitud: -0.2948787
107.130.47.21, Longitud: 36.7285003, Latitud: 10.467686480009725
122.165.69.175, Longitud: 45.9780943, Latitud: -67.4684085
132.119.188.199, Longitud: 26.2301707, Latitud: 50.5783451
115.36.126.171, Longitud: 33.3402009, Latitud: 44.3978826
129.133.24.243, Longitud: 40.9777976, Latitud: -72.2708368
52.90.51.36, Longitud: 58.7052576, Latitud: 15.7678723
86.239.20.187, Longitud: 14.5338003, Latitud: 121.0004266
49.165.216.58, Longitud: 41.5757596, Latitud: -71.8580283
41.150.79.11, Longitud: 58.4591907, Latitud: 6.0044992
79.68.53.220, Longitud: 54.4441764, Latitud: 24.4386021
61.30.49.53, Longitud: 40.6798722, Latitud: 40.2545939
37.186.205.134, Longitud: 34.2891563, Latitud: 134.2488681
116.215.220.120, Longitud: 60.2504569, Latitud: 24.8332345
220.195.143.1, Longitud: 25.0355477, Latitud: 121.5273832
166.53.99.103, Longitud: 25.064245, Latitud: 121.5338503
217.5.112.95, Longitud: 35.5744257, Latitud: 45.4518726
75.19.76.85, Longitud: 49.669121, Latitud: -107.020447
125.229.97.54, Longitud: 68.9555411, Latitud: 16.6498045
207.2.67.89, Longitud: 36.1693742, Latitud: 43.9894633
193.86.254.88, Longitud: 55.5173679, Latitud: 21.6194057
131.43.145.124, Longitud: 33.3493887, Latitud: 44.3948813
45.213.80.40, Longitud: 48.0906904, Latitud: -53.0026307
100.63.30.189, Longitud: 25.0375198, Latitud: 121.5636796
49.30.120.228, Longitud: 26.1909902, Latitud: 50.5379775
48.60.198.95, Longitud: 35.42145, Latitud: 128.37822
80.241.100.32, Longitud: 31.2171558, Latitud: 35.100644
124.125.225.68, Longitud: 36.1882967, Latitud: 44.0334247
75.87.236.22, Longitud: 35.2801026, Latitud: 138.5675364
109.36.252.94, Longitud: 33.3342365, Latitud: 44.4087466
104.24.111.61, Longitud: 35.5691312, Latitud: 45.3940216
81.243.81.7, Longitud: 60.2840517, Latitud: 24.747566
84.68.217.60, Longitud: 35.5792525, Latitud: 45.4558413
43.16.13.18, Longitud: 42.5281502, Latitud: -75.521642
155.89.4.127, Longitud: 10.7959046, Latitud: 106.5916608
102.21.94.11, Longitud: 35.5632267, Latitud: 45.4372382
106.169.111.23, Longitud: 35.5663838, Latitud: 45.3906714
73.41.225.189, Longitud: 45.2866018, Latitud: 6.2948878
10.169.214.151, Longitud: 36.2077049, Latitud: 43.9900307
42.162.234.93, Longitud: 35.5583488, Latitud: 45.4826268
87.86.124.26, Longitud: 35.5805836, Latitud: 45.4164961
30.84.70.21, Longitud: 47.6748623, Latitud: -53.265205
222.89.245.111, Longitud: 36.2000933, Latitud: 44.0280023
180.164.218.217, Longitud: -16.0060173, Latitud: -47.9899912
52.142.242.197, Longitud: 25.0204511, Latitud: 121.4227325
75.90.147.37, Longitud: 35.5893619, Latitud: 45.4176958
69.51.121.115, Longitud: 26.2296706, Latitud: 50.5769358
111.49.133.88, Longitud: 64.1239138, Latitud: -21.8229682
144.90.219.136, Longitud: 35.5856322, Latitud: 45.4126706
84.54.67.164, Longitud: 69.1324599, Latitud: 18.0628666
31.98.88.247, Longitud: 35.4685399, Latitud: 134.2515443
222.72.145.157, Longitud: 35.5631418, Latitud: 45.4680516
48.38.2.138, Longitud: 40.6162806, Latitud: -112.498767
147.17.49.182, Longitud: 25.0355818, Latitud: 121.541945
213.59.69.104, Longitud: 36.2019227, Latitud: 43.9866896
81.101.63.20, Longitud: 36.3422329, Latitud: 138.2852807
104.44.206.38, Longitud: 36.1658342, Latitud: 43.9880265
153.48.182.111, Longitud: 26.1858618, Latitud: 50.5455532
82.238.37.137, Longitud: 37.5173558, Latitud: 13.7182722
70.158.106.104, Longitud: 25.0421069, Latitud: 121.5083483
201.32.157.5, Longitud: 36.1653806, Latitud: 44.012944
73.125.185.88, Longitud: 63.5409832, Latitud: 29.1738104
70.239.79.106, Longitud: 47.84941, Latitud: 6.3888875
62.172.238.43, Longitud: 55.1072746, Latitud: 25.3218783
132.110.154.81, Longitud: 32.1552542, Latitud: 34.9550421
145.155.190.139, Longitud: -22.002267, Latitud: -68.194543
144.49.65.7, Longitud: 35.5887282, Latitud: 45.4228266
208.26.150.177, Longitud: 35.5590827, Latitud: 45.4531592
70.234.239.186, Longitud: 47.4309796, Latitud: 5.843832
133.110.151.225, Longitud: 26.1847226, Latitud: 50.5453489
193.29.86.171, Longitud: 64.6323213, Latitud: 25.2928629
89.41.188.36, Longitud: 47.1018346, Latitud: 1.4506313
41.157.67.198, Longitud: 10.7478739, Latitud: 106.6896614
86.103.136.37, Longitud: 34.3368517, Latitud: 134.2351318
198.38.222.81, Longitud: 35.5636753, Latitud: 45.4714908
153.32.109.218, Longitud: 26.24825, Latitud: 50.6551214
187.77.147.109, Longitud: 26.1852295, Latitud: 50.5449157
90.79.212.68, Longitud: -11.8773253, Latitud: -77.0168313
145.100.235.189, Longitud: 25.0268441, Latitud: 121.550952
91.28.54.59, Longitud: 38.102062, Latitud: -92.702237
181.180.147.63, Longitud: 35.5886371, Latitud: 45.4157992
119.151.69.102, Longitud: 26.1847226, Latitud: 50.5453489
142.91.225.100, Longitud: 29.561714, Latitud: 52.6601164
147.78.217.216, Longitud: 33.33134285, Latitud: 44.38957109636726
197.156.56.26, Longitud: 44.6287701, Latitud: 5.0827978
202.238.52.54, Longitud: 69.1183866, Latitud: 18.1837705
123.124.29.80, Longitud: 42.760245, Latitud: -71.869549
175.71.76.189, Longitud: 26.0667533, Latitud: 42.6488936
149.212.5.138, Longitud: 37.9365048, Latitud: -92.7414134
46.107.55.88, Longitud: 48.2965015, Latitud: 6.1233832
9.142.227.72, Longitud: 36.179228, Latitud: 44.036557
48.246.188.92, Longitud: 36.8538101, Latitud: 28.2394541
210.191.221.240, Longitud: 63.4135322, Latitud: -20.2838418
102.212.151.188, Longitud: 60.2237029, Latitud: 24.7496136
60.34.132.231, Longitud: 37.721509, Latitud: -80.344788
181.158.251.145, Longitud: 23.8917664, Latitud: 120.4592796
29.129.207.9, Longitud: 35.5639099, Latitud: 45.4453987
93.39.68.178, Longitud: 56.7125859, Latitud: -5.2369706
220.213.191.168, Longitud: 48.2373696, Latitud: -3.4194273
71.13.18.168, Longitud: 49.5222502, Latitud: -105.6587818
143.37.5.63, Longitud: 48.5548473, Latitud: -84.739772
3.222.77.74, Longitud: 22.7716339, Latitud: -81.0210803
69.64.22.50, Longitud: 41.0749506, Latitud: 26.5753299
14.174.215.118, Longitud: 22.9769577, Latitud: -82.3802403
68.183.7.119, Longitud: 33.5546551, Latitud: 130.5306475
176.127.60.128, Longitud: 35.5857629, Latitud: 45.3909449
204.92.195.49, Longitud: 45.8057837, Latitud: 13.8448604
153.178.211.104, Longitud: 23.7394892, Latitud: 120.2554235
154.215.184.119, Longitud: 26.1901559, Latitud: 50.5453511
91.35.76.241, Longitud: 38.490329, Latitud: 26.9447159
8.58.177.175, Longitud: 12.3468184, Latitud: -1.5456452
108.52.87.68, Longitud: 35.5755674, Latitud: 45.4190205
212.126.43.111, Longitud: 26.2487497, Latitud: 50.6549332
49.5.202.199, Longitud: 47.2694983, Latitud: -0.4498678
17.61.179.143, Longitud: 12.3479714, Latitud: -1.5489405
182.51.8.137, Longitud: 29.7152983, Latitud: 52.4426159
168.222.75.164, Longitud: 23.4204396, Latitud: 120.4343586
150.32.38.178, Longitud: 35.5855721, Latitud: 45.4057995
79.177.7.91, Longitud: -11.877726, Latitud: -77.0160212
3.196.0.235, Longitud: 24.682215, Latitud: 121.6910499
97.181.97.60, Longitud: 29.1413454, Latitud: -98.1528067
192.194.253.22, Longitud: 14.5166479, Latitud: 121.0012766
125.142.61.43, Longitud: 48.3147828, Latitud: 17.5053578
153.143.225.5, Longitud: 26.1220935, Latitud: 50.5658868
218.77.139.108, Longitud: 35.5740289, Latitud: 45.4667892
144.92.172.198, Longitud: 19.8712005, Latitud: 75.363679
216.197.211.225, Longitud: 26.1724017, Latitud: 50.6219339
181.110.106.228, Longitud: 26.1890781, Latitud: 50.5438996
99.46.139.43, Longitud: 21.877406, Latitud: -82.7981166
3.109.118.141, Longitud: 48.772367149999994, Latitud: 9.19439278930827
147.230.36.51, Longitud: 62.5558961, Latitud: 6.6243994
219.211.158.129, Longitud: 26.652521, Latitud: 127.8812924
23.35.224.59, Longitud: 35.5589664, Latitud: 45.4687029
193.111.150.12, Longitud: 25.088092, Latitud: 121.5208375
222.242.194.207, Longitud: 26.37797, Latitud: 126.7563492
50.169.216.26, Longitud: 35.5581105, Latitud: 45.4626226
110.50.82.139, Longitud: 33.3394, Latitud: 44.389827
182.67.220.159, Longitud: 23.4748403, Latitud: 120.4366012
56.51.46.148, Longitud: 37.6999289, Latitud: 41.9218297
107.34.119.215, Longitud: 33.3310969, Latitud: 44.4090421
27.136.163.107, Longitud: 34.81606, Latitud: 135.5632407
51.104.213.216, Longitud: 43.15051565, Latitud: 21.253744230069124
80.48.134.207, Longitud: 49.6703662, Latitud: 18.3245347
72.165.231.246, Longitud: 25.0354132, Latitud: 121.5557279
189.23.93.8, Longitud: 35.7216467, Latitud: 51.4786564
136.244.52.250, Longitud: 32.3276076, Latitud: 53.9981709
43.207.194.9, Longitud: 52.5361111, Latitud: 17.5852999
164.195.144.126, Longitud: -38.6351501, Latitud: -73.2972876
107.44.91.142, Longitud: 29.561714, Latitud: 52.6601164
148.204.131.142, Longitud: 23.9780785, Latitud: 120.6804646
196.52.149.250, Longitud: 59.8753655, Latitud: 9.8765258
93.88.123.5, Longitud: 48.94193235, Latitud: 2.4861143550726537
69.44.37.37, Longitud: 34.291983, Latitud: 134.2400311
18.196.49.59, Longitud: 60.2713667, Latitud: 25.202134
59.164.86.246, Longitud: 50.8497278, Latitud: 2.3078584
21.97.202.158, Longitud: 35.56418, Latitud: 137.077184
111.120.222.59, Longitud: 36.1779494, Latitud: 44.015298
102.130.111.200, Longitud: 25.1319982, Latitud: 121.7444294
57.168.172.21, Longitud: 37.4826102, Latitud: 126.9225555
134.4.117.84, Longitud: 35.5762426, Latitud: 45.3995453
205.163.171.62, Longitud: 25.103601, Latitud: 121.7570415
141.184.183.157, Longitud: 32.8364172, Latitud: -98.9472002
61.162.213.27, Longitud: 35.5722747, Latitud: 45.4468176
104.152.93.237, Longitud: 25.0480352, Latitud: 121.4276977
142.154.15.54, Longitud: 34.6630172, Latitud: 50.8675794
13.19.31.179, Longitud: 42.6742165, Latitud: -71.11889324424342
182.182.68.184, Longitud: 22.6383941, Latitud: 120.2809622
198.21.7.80, Longitud: 10.7667148, Latitud: 106.6472936
26.182.134.15, Longitud: 54.0995549, Latitud: 23.8244007
194.184.189.151, Longitud: 36.16213, Latitud: -81.8777481
86.245.169.146, Longitud: 50.8089362, Latitud: 12.8200208
101.31.239.186, Longitud: 25.0212498, Latitud: 121.4213882
134.87.48.98, Longitud: 31.307876, Latitud: -86.036013
17.215.132.66, Longitud: 24.3493018, Latitud: 120.6170619
27.168.236.59, Longitud: 36.826035, Latitud: 54.434207
85.201.220.168, Longitud: 42.0093149, Latitud: 21.4461308
109.247.35.70, Longitud: 36.1033166, Latitud: -5.4506297
99.60.173.124, Longitud: 21.8739271, Latitud: -82.8042166
153.68.50.198, Longitud: -27.3745531, Latitud: -55.9493043
12.147.210.106, Longitud: 61.144742300000004, Latitud: 70.30218102799532
30.172.133.93, Longitud: 60.1885227, Latitud: 10.2315747
85.75.81.9, Longitud: 45.517289950000006, Latitud: 9.15582349178859
120.167.192.16, Longitud: 22.8365762, Latitud: -82.0341153
124.36.126.211, Longitud: 35.582275, Latitud: 45.4204674
222.65.140.249, Longitud: 35.5623872, Latitud: 45.4664279
94.146.190.225, Longitud: 51.2730164, Latitud: 15.7868945
77.226.12.155, Longitud: 61.19806295, Latitud: 70.13121076925708
212.99.73.39, Longitud: 33.51623, Latitud: 133.918219
36.7.122.166, Longitud: 36.9013652, Latitud: 8.4179174
66.204.220.220, Longitud: 49.8814179, Latitud: 8.6558151
161.120.26.106, Longitud: 35.5808203, Latitud: 45.4306083
12.179.197.255, Longitud: 35.313425, Latitud: 139.8168045
145.37.88.117, Longitud: 34.8950724, Latitud: -82.9880148
165.145.12.157, Longitud: -29.6578835, Latitud: -71.2533224
82.163.245.181, Longitud: 41.5021564, Latitud: -72.2032202
92.175.165.24, Longitud: 50.7834541, Latitud: 12.0601625
63.77.11.134, Longitud: 37.4733204, Latitud: 38.7881612
41.219.191.121, Longitud: 33.4198851, Latitud: 130.5318938
148.30.92.157, Longitud: 35.584353, Latitud: 45.4010435
159.255.232.17, Longitud: 36.7141096, Latitud: 136.7014188
147.139.189.57, Longitud: 38.6663066, Latitud: -6.9789599
216.176.94.129, Longitud: 33.3472021, Latitud: 44.3929946
132.103.55.190, Longitud: 35.5604872, Latitud: 45.4183204
40.157.7.193, Longitud: 10.8003691, Latitud: 106.7058918
39.11.212.242, Longitud: 29.130668, Latitud: 54.0435603
102.230.117.205, Longitud: 25.1290462, Latitud: 121.7563721
84.117.120.9, Longitud: 33.3527007, Latitud: 44.3829952
189.123.220.241, Longitud: 25.0776619, Latitud: 121.433766
189.14.218.44, Longitud: 35.5727952, Latitud: 45.4608881
31.20.167.126, Longitud: 35.3073429, Latitud: 134.2014033
58.185.152.248, Longitud: 34.0272084, Latitud: 131.5771741
24.62.141.159, Longitud: 40.9938193, Latitud: -72.2466955
212.250.254.242, Longitud: 26.2281751, Latitud: 50.5721692
166.93.49.15, Longitud: 39.1447233, Latitud: 42.5341949
113.0.51.160, Longitud: 48.181718599999996, Latitud: 11.559406555813219
129.215.240.76, Longitud: 30.2591386, Latitud: -84.2605608
110.116.15.95, Longitud: 62.081634, Latitud: -6.7246373
182.219.133.55, Longitud: 48.501371, Latitud: 5.5228899
196.236.107.195, Longitud: 25.0337518, Latitud: 121.4411104
32.72.201.0, Longitud: -21.0460626, Latitud: 55.2788892
112.234.216.38, Longitud: 33.5040312, Latitud: 132.4475411
57.196.146.193, Longitud: 22.8610631, Latitud: 120.2543064
118.254.148.92, Longitud: 26.2292798, Latitud: 50.5779906
71.249.26.198, Longitud: 46.6659554, Latitud: 3.9217475
106.202.0.59, Longitud: 25.1071951, Latitud: 121.7937009
165.205.231.14, Longitud: 36.1685658, Latitud: 44.0197389
200.50.159.210, Longitud: 26.185331, Latitud: 50.5465111
32.117.133.215, Longitud: 53.15843295, Latitud: 15.400674506625215
197.60.1.37, Longitud: 36.20882505, Latitud: 5.428833972194919
77.128.129.47, Longitud: 33.3476006, Latitud: 44.3972088
136.1.15.41, Longitud: 36.2995515, Latitud: 139.0733492
106.241.26.81, Longitud: 46.6453433, Latitud: -122.0606371
169.28.43.90, Longitud: 6.9636961, Latitud: 100.5690913
150.66.81.182, Longitud: 35.5874063, Latitud: 45.400695
119.126.151.163, Longitud: 26.1271634, Latitud: 50.5542164
75.162.236.253, Longitud: 26.2596226, Latitud: 50.6210344
171.140.242.35, Longitud: 48.119228899999996, Latitud: -1.7075957310917744
41.28.171.114, Longitud: 62.1782081, Latitud: 27.8284927
96.34.248.254, Longitud: 26.2290827, Latitud: 50.5735031
19.138.94.14, Longitud: 32.3244113, Latitud: 50.8418916
83.12.125.38, Longitud: 35.5669028, Latitud: 45.37717
139.193.187.124, Longitud: 51.1265823, Latitud: 1.3333752
139.140.153.59, Longitud: -0.19393480000000002, Latitud: -76.65746067491115
144.39.202.67, Longitud: 41.5746771, Latitud: -73.4169315
114.169.208.135, Longitud: 36.1869576, Latitud: 43.9913691
21.127.120.184, Longitud: 38.4726459, Latitud: 27.2492225
181.246.141.210, Longitud: 26.1854262, Latitud: 50.5442726
213.220.86.74, Longitud: 58.52627, Latitud: 22.3474157
170.173.3.39, Longitud: 35.7020698, Latitud: 51.4814297
173.196.140.87, Longitud: 45.8570248, Latitud: 1.3235575
95.35.53.43, Longitud: 32.9631043, Latitud: 130.7515317
78.83.143.156, Longitud: 48.8038188, Latitud: 1.7828684
143.108.207.44, Longitud: 36.1674034, Latitud: 43.9850836
123.41.85.200, Longitud: 35.5715796, Latitud: 45.3855485
114.252.20.116, Longitud: 25.0243087, Latitud: 121.4907044
38.63.47.190, Longitud: 33.8048215, Latitud: 132.7601288
16.212.136.149, Longitud: 36.7360744, Latitud: 137.3106073
109.161.157.64, Longitud: 43.4646293, Latitud: -1.3622542
35.62.86.124, Longitud: 38.1432519, Latitud: 26.8819345
51.155.150.97, Longitud: 21.0304029, Latitud: 105.7970731
175.30.176.178, Longitud: 61.9030277, Latitud: -6.8779753
179.34.148.128, Longitud: 24.9699723, Latitud: 121.2266689
194.81.149.119, Longitud: 66.2525457, Latitud: 27.3290685
50.179.204.106, Longitud: 48.6990004, Latitud: -0.967746
4.93.56.164, Longitud: 35.5954969, Latitud: 45.4107771
202.118.80.124, Longitud: 35.5799285, Latitud: 45.4257394
87.196.207.205, Longitud: 44.119793, Latitud: -106.712772
166.247.160.11, Longitud: 25.104588, Latitud: 121.52253
1.97.128.193, Longitud: 35.5112844, Latitud: 134.2181396
135.136.189.71, Longitud: 53.170270450000004, Latitud: 15.413021870046215
49.138.67.238, Longitud: 41.5761089, Latitud: -71.8561469
108.199.176.203, Longitud: 26.1790135, Latitud: 50.6186282
170.90.126.208, Longitud: 60.1303183, Latitud: 19.939748
53.57.129.155, Longitud: 49.584189, Latitud: 34.5043247
56.214.56.80, Longitud: 49.4660373, Latitud: 18.4337419
42.149.107.168, Longitud: 58.0917806, Latitud: 7.8423551
39.221.137.159, Longitud: 33.5518087, Latitud: 133.7502294
129.131.45.208, Longitud: 36.3927569, Latitud: 59.5095452
136.84.27.133, Longitud: 29.5580615, Latitud: 52.6142569
144.142.12.15, Longitud: 12.3818612, Latitud: -1.5334816
206.157.251.113, Longitud: 36.1596159, Latitud: 43.9846932
38.148.39.8, Longitud: 29.1300745, Latitud: 54.0442736
135.126.209.243, Longitud: 36.1683222, Latitud: 43.9659869
174.109.110.92, Longitud: 7.2315982, Latitud: 80.3470505
100.129.32.226, Longitud: 31.1346976, Latitud: 121.6622748
39.5.79.40, Longitud: 29.1299357, Latitud: 54.0438239
125.47.24.214, Longitud: 35.5691082, Latitud: 45.3778196
192.195.137.32, Longitud: 53.1600781, Latitud: 15.400238156585367
187.186.20.222, Longitud: 34.3363272, Latitud: 133.8870244
103.107.130.174, Longitud: 25.0652734, Latitud: 121.5021266
46.213.115.64, Longitud: 61.1691151, Latitud: 7.1684827
95.24.254.215, Longitud: 26.2496296, Latitud: 50.6565677
54.175.164.28, Longitud: 35.5960299, Latitud: 45.414332
22.56.47.219, Longitud: 50.9356509, Latitud: -104.4960473
32.78.28.135, Longitud: 37.8794886, Latitud: 30.3746936
42.136.141.83, Longitud: 58.543271, Latitud: 8.9748154
164.101.53.111, Longitud: 26.1880552, Latitud: 50.5437499
154.115.49.85, Longitud: 26.1866294, Latitud: 50.5459651
166.165.105.52, Longitud: 34.5091846, Latitud: 135.7543526
54.26.6.29, Longitud: 40.6773133, Latitud: 30.5558155
184.216.25.27, Longitud: 55.5815673, Latitud: 12.9639964
39.93.105.207, Longitud: 33.605866, Latitud: 133.979232
39.116.142.222, Longitud: 49.1447415, Latitud: -124.0553751
150.151.196.24, Longitud: 41.7386051, Latitud: -83.4553139
46.152.82.173, Longitud: 60.2925447, Latitud: 5.2607757
41.54.209.51, Longitud: 34.4003541, Latitud: 4.9973959966477555
179.211.97.6, Longitud: 35.8440103, Latitud: 50.9231488
26.137.54.137, Longitud: 35.0359183, Latitud: 135.6594146
223.56.132.28, Longitud: 36.217749, Latitud: 44.0382555
32.39.90.137, Longitud: 50.332566, Latitud: -107.975268
208.82.89.23, Longitud: 29.5589928, Latitud: 52.6578248
183.204.175.148, Longitud: 26.1910195, Latitud: 50.5478676
219.165.76.61, Longitud: 56.3417568, Latitud: 22.1920439
91.217.159.8, Longitud: 35.8893565, Latitud: 139.6422119
172.156.138.78, Longitud: 48.779542, Latitud: 1.7869949
93.136.0.106, Longitud: 33.355966, Latitud: 130.417035
82.2.207.8, Longitud: 35.5626631, Latitud: 45.4471518
172.245.179.5, Longitud: 36.695157, Latitud: 137.2260258
157.123.156.109, Longitud: 26.1849999, Latitud: 50.5460029
58.12.7.12, Longitud: 39.8708444, Latitud: 37.7557665
46.58.39.171, Longitud: 60.2986257, Latitud: 5.2896628
34.8.231.193, Longitud: 41.0968917, Latitud: 28.8591894
94.188.132.8, Longitud: 48.769581599999995, Latitud: 2.456894112836288
116.24.180.137, Longitud: 35.5772211, Latitud: 45.4355632
119.139.191.49, Longitud: 26.1245585, Latitud: 50.5633625
131.50.195.155, Longitud: 29.5844348, Latitud: 52.645734
51.126.53.94, Longitud: 51.0831881, Latitud: 17.062186
82.164.234.134, Longitud: 35.5941417, Latitud: 45.4083169
171.115.214.193, Longitud: 45.7915084, Latitud: 14.9478393
109.36.58.73, Longitud: 33.3342365, Latitud: 44.4087466
20.62.117.197, Longitud: 50.9669027, Latitud: 1.8608294
80.77.228.16, Longitud: 33.3167907, Latitud: 44.3960083
100.242.255.161, Longitud: -11.6261022, Latitud: -50.7046691
101.11.216.239, Longitud: 25.0097207, Latitud: 121.3476914
172.80.118.253, Longitud: 35.5984861, Latitud: 45.4050767
78.207.243.179, Longitud: 25.0208583, Latitud: 121.423281
32.69.213.240, Longitud: 8.7068403, Latitud: -73.9539623
112.76.109.255, Longitud: 26.2213178, Latitud: 50.548768
80.12.175.149, Longitud: 47.5503565, Latitud: -53.5441904
85.18.223.190, Longitud: 68.7063129, Latitud: 15.416041
119.144.70.225, Longitud: 26.1241419, Latitud: 50.5422557
30.99.230.220, Longitud: 61.8239315, Latitud: -6.7016077
94.18.91.210, Longitud: 37.4516417, Latitud: 126.9294758
